address,best,bin,building_id,building_name,distance_m,district,footprint_area,footprint_verts,height_source,is_context,lat,lod_tier,lon,min_height,osm_building_type,osm_id,osm_levels,osm_type,postcode,roof_height,second,x_m,y_m
,0.084,1089985,42,,38.8,Financial District,2071.6,45,tag,0,40.7014654,block,-74.0131736,4.5,roof,213847700,1,way,,5.0,0.024,-3807.87,-8683.88
,0.357,1079573,55,,18.5,Tribeca / Civic Center,67.1,5,tag,0,40.7193914,block,-73.999412,0.0,yes,247867315,,way,,4.9,0.346,-2647.84,-6701.73
143 Grand Street,0.968,1003046,108,,1.0,Tribeca / Civic Center,135.8,5,tag,0,40.7200582,block,-73.9995945,0.0,yes,247892558,,way,10013,14.8,0.936,-2663.23,-6628.01
123 Allen Street,0.783,1005493,118,,9.2,Tribeca / Civic Center,119.5,4,tag,0,40.7198506,block,-73.9904165,0.0,yes,248757275,,way,10002,17.0,0.75,-1889.58,-6650.96
2 Centre Market Place,0.988,1006955,171,,0.9,Tribeca / Civic Center,87.0,4,tag,0,40.7198449,block,-73.9976918,0.0,yes,248770161,,way,10013,14.0,0.931,-2502.84,-6651.59
,0.713,1003073,196,,19.0,Tribeca / Civic Center,109.2,5,tag,0,40.7191999,block,-73.9974951,0.0,yes,248770186,,way,,10.9,0.678,-2486.26,-6722.91
87 Elizabeth Street,0.801,1079595,244,,7.3,Tribeca / Civic Center,210.2,4,tag,0,40.7182731,block,-73.9962088,0.0,yes,248770349,,way,10013,28.9,0.749,-2377.84,-6825.39
157 Bowery,0.826,1005656,364,,8.4,Tribeca / Civic Center,181.9,4,tag,0,40.7195162,block,-73.994026,0.0,yes,248771318,,way,10002,10.6,0.823,-2193.84,-6687.94
245 Grand Street,0.92,1003933,373,,1.9,Tribeca / Civic Center,271.2,5,tag,0,40.7180375,block,-73.9944001,0.0,yes,248771328,,way,10002,20.5,0.891,-2225.37,-6851.45
,0.599,1084895,430,,10.8,Tribeca / Civic Center,88.4,5,tag,0,40.7197108,block,-73.9898036,0.0,yes,248772245,,way,,6.9,0.593,-1837.91,-6666.42
,0.777,1066636,432,,13.0,Tribeca / Civic Center,91.1,4,tag,0,40.7202538,block,-73.9893851,0.0,yes,248772276,,way,,16.8,0.736,-1802.63,-6606.38
,0.82,1079077,439,,4.3,Tribeca / Civic Center,222.7,4,tag,0,40.7196678,block,-73.9896579,0.0,yes,248772303,,way,,20.3,0.778,-1825.63,-6671.18
,0.482,1066636,440,,12.8,Tribeca / Civic Center,20.6,5,tag,0,40.7201455,block,-73.9895363,0.0,yes,248772304,,way,,4.2,0.47,-1815.38,-6618.35
,0.898,1005504,443,,2.0,Tribeca / Civic Center,206.7,4,tag,0,40.7197628,block,-73.989657,0.0,yes,248772308,,way,,17.1,0.877,-1825.56,-6660.67
107 Mott Street,0.709,1079539,625,,23.2,Tribeca / Civic Center,61.9,4,tag,0,40.7174468,block,-73.9975412,0.0,yes,249847586,,way,10013,8.0,0.675,-2490.15,-6916.76
76 Bowery,0.845,1002610,674,,8.4,Tribeca / Civic Center,240.8,4,tag,0,40.7168682,block,-73.9960846,0.0,yes,249847638,,way,10013,25.9,0.815,-2367.36,-6980.74
119 Mott Street,0.803,1002641,701,,8.5,Tribeca / Civic Center,133.0,5,tag,0,40.7178366,block,-73.9973443,0.0,yes,249847668,,way,10013,16.6,0.793,-2473.55,-6873.66
126 Baxter Street,0.703,1002667,723,Art gallery,8.7,Tribeca / Civic Center,87.8,4,tag,0,40.7182159,block,-73.9990908,0.0,yes,249847704,,way,10013,15.9,0.681,-2620.77,-6831.72
,0.732,1077449,823,,4.2,Financial District,211.3,5,tag,0,40.7157454,block,-73.9992197,0.0,yes,249848327,,way,,16.6,0.723,-2631.64,-7104.88
20 Harrison Street,0.989,1002071,883,,0.9,Tribeca / Civic Center,138.6,4,tag,0,40.7189286,block,-74.0097952,0.0,yes,250051486,,way,10013,17.1,0.93,-3523.09,-6752.91
177 West Broadway,0.899,1001966,971,,7.5,Tribeca / Civic Center,111.1,5,tag,0,40.7178432,block,-74.0070826,0.0,yes,250052675,,way,10013,9.2,0.853,-3294.44,-6872.93
118 Rivington Street,0.965,1004322,1054,,0.9,Tribeca / Civic Center,135.3,4,tag,0,40.7199291,block,-73.9872579,0.0,yes,250266540,,way,10002,4.8,0.927,-1623.33,-6642.27
139 Norfolk Street,0.97,1004315,1061,,1.1,Tribeca / Civic Center,183.2,10,tag,0,40.720141,block,-73.9867272,0.0,yes,250266554,,way,10002,16.3,0.911,-1578.59,-6618.84
104 Delancey Street,0.746,1075628,1067,Mount Sinai Doctors,12.7,Tribeca / Civic Center,346.2,4,tag,0,40.7189953,block,-73.9885696,0.0,yes,250266726,3,way,10002,10.1,0.73,-1733.89,-6745.53
113 Norfolk Street,0.685,1087047,1081,,4.5,Tribeca / Civic Center,140.5,4,tag,0,40.7191701,block,-73.987208,0.0,yes,250266754,,way,10002,21.7,0.66,-1619.12,-6726.2
121 Essex Street,0.989,1005332,1088,The Whiskey Ward,0.9,Tribeca / Civic Center,106.6,5,tag,0,40.7196519,block,-73.9878918,0.0,yes,250266762,,way,10002,17.6,0.931,-1676.76,-6672.93
156 Canal Street,0.795,1077409,1129,,4.5,Tribeca / Civic Center,185.4,6,tag,0,40.7161916,block,-73.9968135,0.0,yes,250266932,,way,10013,11.0,0.737,-2428.8,-7055.55
158 Canal Street,0.988,1002427,1130,,0.9,Tribeca / Civic Center,87.5,4,tag,0,40.7162696,block,-73.9968682,0.0,yes,250266933,,way,10013,11.1,0.931,-2433.42,-7046.93
,0.754,1002412,1132,,2.9,Tribeca / Civic Center,147.3,4,tag,0,40.7164518,block,-73.9973914,0.0,yes,250266935,,way,,9.1,0.733,-2477.53,-7026.78
28 Elizabeth Street,0.908,1002429,1142,,7.0,Tribeca / Civic Center,125.1,5,tag,0,40.7162002,block,-73.9969848,0.0,yes,250266946,,way,10013,12.7,0.876,-2443.25,-7054.6
42 Bowery,0.989,1002432,1147,,0.9,Financial District,188.1,4,tag,0,40.7156033,block,-73.9969072,0.0,yes,250266951,,way,10013,15.5,0.93,-2436.7,-7120.61
44 Bowery,0.989,1002431,1148,,0.9,Financial District,191.3,4,tag,0,40.7156459,block,-73.996881,0.0,yes,250266952,,way,10013,15.4,0.938,-2434.49,-7115.89
95 Allen Street,0.88,1005461,1247,,8.7,Tribeca / Civic Center,155.4,5,tag,0,40.7187666,block,-73.9909987,0.0,yes,250267153,,way,10002,16.9,0.854,-1938.66,-6770.83
247 Broome Street,0.964,1005276,1275,,1.1,Tribeca / Civic Center,155.1,18,tag,0,40.7178183,block,-73.9898506,0.0,apartments,250267773,,way,10002,18.5,0.907,-1841.88,-6875.68
330 Grand Street,0.807,1091629,1283,,3.7,Tribeca / Civic Center,179.1,5,tag,0,40.7171873,block,-73.9901246,0.0,apartments,250267783,,way,10002,19.8,0.77,-1864.97,-6945.46
,0.925,1005274,1329,,1.4,Tribeca / Civic Center,107.6,11,tag,0,40.7179745,block,-73.9900929,0.0,yes,250267832,,way,,17.9,0.883,-1862.3,-6858.41
13 Eldridge Street,0.903,1003771,1340,,6.7,Financial District,177.1,11,tag,0,40.7148418,block,-73.9939114,0.0,yes,250267923,,way,10002,18.8,0.871,-2184.17,-7204.81
5 Eldridge Street,0.888,1003773,1372,,8.6,Financial District,128.9,4,tag,0,40.7145714,block,-73.9940013,0.0,yes,250267955,,way,10002,17.9,0.84,-2191.76,-7234.7
20 Orchard Street,0.967,1003840,1452,,0.8,Financial District,203.6,5,tag,0,40.7152754,block,-73.9914281,0.0,yes,250268142,,way,10002,16.0,0.91,-1974.85,-7156.86
333 Grand Street,0.878,1004009,1482,,5.8,Tribeca / Civic Center,122.5,4,tag,0,40.7168647,block,-73.9903368,0.0,yes,250268172,,way,10002,14.2,0.864,-1882.86,-6981.12
335 Grand Street,0.914,1004012,1483,,4.9,Tribeca / Civic Center,133.3,4,tag,0,40.7168473,block,-73.9902788,0.0,yes,250268173,,way,10002,14.8,0.869,-1877.97,-6983.04
85 Hester Street,0.82,1003994,1541,,13.2,Tribeca / Civic Center,121.2,5,tag,0,40.7162449,block,-73.9915059,0.0,yes,250268234,,way,10002,18.2,0.779,-1981.41,-7049.65
,0.911,1003861,1558,,2.7,Financial District,132.0,6,tag,0,40.7159574,block,-73.9917437,0.0,yes,250268252,,way,,18.8,0.859,-2001.45,-7081.45
,0.839,1003872,1561,,8.2,Financial District,153.6,6,tag,0,40.7154222,block,-73.9918943,0.0,apartments,250268255,,way,,17.6,0.812,-2014.15,-7140.62
,0.238,1086073,1596,,28.3,Tribeca / Civic Center,22.5,4,tag,0,40.7162077,block,-73.9851026,0.0,yes,250268372,,way,,3.0,0.234,-1441.65,-7053.78
26 Thomas Street,0.748,1001654,1617,,11.7,Tribeca / Civic Center,559.4,9,tag,0,40.7160607,block,-74.0061651,0.0,yes,250269515,2,way,10007,9.3,0.746,-3217.09,-7070.02
201 Warren Street,0.721,1085459,1662,Public School-Intermediate School 89,10.5,Tribeca / Civic Center,1422.9,6,tag,0,40.7171369,district,-74.0138497,0.0,school,250568890,,way,10282,82.2,0.675,-3864.86,-6951.03
,0.482,1079245,1690,,9.0,Financial District,46.6,4,tag,0,40.7146258,block,-73.9989584,0.0,yes,274926166,,way,,35.0,0.428,-2609.61,-7228.69
,0.64,1001418,1860,,9.5,Financial District,124.8,4,tag,0,40.7147654,block,-74.0100621,0.0,yes,277890510,,way,,24.9,0.625,-3545.59,-7213.25
,0.386,1001410,1904,,24.9,Financial District,955.1,6,tag,0,40.7135831,district,-74.0094475,0.0,yes,277904762,,way,,67.6,0.371,-3493.78,-7343.98
23 Wall Street,0.379,1078988,2021,,24.9,Financial District,1042.2,7,tag,0,40.7067318,block,-74.0104879,0.0,yes,278042235,,way,10005,25.0,0.344,-3581.48,-8101.55
56 Beaver Street,0.648,1078999,2054,,9.6,Financial District,253.6,8,tag,0,40.7050044,block,-74.0102758,0.0,yes,278053480,,way,10004,35.0,0.635,-3563.6,-8292.57
,0.662,1078999,2136,,10.0,Financial District,275.6,7,tag,0,40.7048683,block,-74.0104241,0.0,yes,278053582,,way,,35.0,0.639,-3576.1,-8307.62
,0.707,1087238,2163,,21.3,Financial District,1255.3,8,tag,0,40.7063167,block,-74.0173313,0.0,yes,278067742,,way,,14.1,0.673,-4158.34,-8147.46
,0.669,1000877,2216,,11.4,Financial District,475.5,6,tag,0,40.705463,district,-74.0074977,0.0,yes,278076394,13,way,,46.4,0.667,-3329.42,-8241.85
105 South Street,0.765,1001330,2306,,15.6,Financial District,216.6,4,tag,0,40.7069936,block,-74.0022916,0.0,yes,278084748,,way,10038,12.2,0.718,-2890.58,-8072.61
112 South Street,0.989,1001325,2311,,0.9,Financial District,119.3,4,tag,0,40.7072041,block,-74.0018763,0.0,yes,278084757,,way,10038,17.8,0.93,-2855.57,-8049.34
134 Beekman Street,0.989,1001344,2314,,0.9,Financial District,42.5,4,tag,0,40.7075354,block,-74.0028235,0.0,yes,278084763,,way,10038,13.6,0.941,-2935.41,-8012.7
16 1/2 Dover Street,0.852,1079141,2319,,2.2,Financial District,89.5,4,tag,0,40.7085804,block,-74.0008008,0.0,yes,278084776,,way,10038,16.3,0.829,-2764.91,-7897.15
38 Peck Slip,0.988,1079116,2374,,1.0,Financial District,95.4,4,tag,0,40.7074487,block,-74.0016947,0.0,yes,278084871,,way,10038,14.4,0.929,-2840.26,-8022.29
,0.779,1081983,2535,,6.9,Financial District,77.0,4,tag,0,40.7137955,block,-73.9988314,0.0,yes,278106019,4,way,,13.6,0.726,-2598.9,-7320.5
1 East Broadway,0.989,1003384,2542,,0.9,Financial District,93.9,5,tag,0,40.7132268,block,-73.9978686,0.0,yes,278106829,,way,10038,13.1,0.933,-2517.75,-7383.38
17 Oliver Street,0.939,1003364,2547,,1.4,Financial District,93.5,5,tag,0,40.7125535,block,-73.9981279,0.0,yes,278106834,,way,10038,14.3,0.93,-2539.6,-7457.83
21 Oliver Street,0.937,1003362,2550,,1.4,Financial District,88.8,5,tag,0,40.712436,block,-73.9980945,0.0,yes,278106837,,way,10038,13.5,0.913,-2536.79,-7470.83
22 Chatham Square,0.988,1003385,2552,,0.9,Financial District,95.0,4,tag,0,40.7132196,block,-73.9979277,0.0,yes,278106839,,way,10038,13.1,0.932,-2522.73,-7384.17
3 East Broadway,0.989,1003383,2561,,0.9,Financial District,95.1,4,tag,0,40.7132386,block,-73.997807,0.0,yes,278106848,,way,10038,13.4,0.929,-2512.55,-7382.08
,0.767,1001392,2590,,6.7,Financial District,68.9,4,tag,0,40.7121228,block,-73.998945,0.0,yes,278106886,,way,,14.7,0.746,-2608.48,-7505.45
28 Henry Street,0.953,1003350,2670,,0.9,Financial District,176.7,20,tag,0,40.7126524,block,-73.9964405,0.0,yes,278234442,,way,10002,18.2,0.9,-2397.37,-7446.89
32 Rutgers Street,0.874,1087573,2947,,8.6,Financial District,195.2,5,tag,0,40.7128317,block,-73.9903019,0.0,yes,278249533,,way,10002,6.3,0.861,-1879.92,-7427.06
,0.257,1075786,3015,,33.6,Financial District,28.7,5,tag,0,40.713496,block,-73.9872422,0.0,yes,278254356,,way,,5.1,0.254,-1622.0,-7353.61
134 Suffolk Street,0.989,1086114,3216,,0.9,Tribeca / Civic Center,89.9,4,tag,0,40.7197123,block,-73.9854679,0.0,yes,278276314,,way,10002,16.0,0.93,-1472.44,-6666.26
138 Suffolk Street,0.989,1086116,3222,,0.9,Tribeca / Civic Center,92.0,4,tag,0,40.7198095,block,-73.9854172,0.0,yes,278276320,,way,10002,16.0,0.933,-1468.16,-6655.5
140 Suffolk Street,0.989,1086117,3223,,0.9,Tribeca / Civic Center,92.7,4,tag,0,40.7198583,block,-73.9853917,0.0,yes,278276321,,way,10002,16.0,0.935,-1466.01,-6650.11
142 Suffolk Street,0.989,1086118,3224,,0.9,Tribeca / Civic Center,91.0,4,tag,0,40.7199069,block,-73.9853663,0.0,yes,278276322,,way,10002,16.0,0.931,-1463.88,-6644.74
144 Suffolk Street,0.989,1086119,3225,,0.9,Tribeca / Civic Center,92.7,4,tag,0,40.7199554,block,-73.985341,0.0,yes,278276323,,way,10002,16.1,0.931,-1461.74,-6639.37
146 Suffolk Street,0.988,1086120,3226,,0.9,Tribeca / Civic Center,91.0,4,tag,0,40.720004,block,-73.9853156,0.0,yes,278276325,,way,10002,16.3,0.931,-1459.6,-6634.0
148 Suffolk Street,0.989,1086121,3227,,0.9,Tribeca / Civic Center,88.7,4,tag,0,40.7200514,block,-73.9852908,0.0,yes,278276326,,way,10002,16.5,0.929,-1457.51,-6628.75
219 Stanton Street,0.489,1004098,3367,,13.4,Tribeca / Civic Center,58.7,4,tag,0,40.7194466,block,-73.9822782,0.0,apartments,278284312,,way,10002,22.3,0.462,-1203.57,-6695.63
6 Platt Street,0.731,1088815,3501,Four Points by Sheraton,21.6,Financial District,637.7,8,zone_model,0,40.7073663,block,-74.0065087,0.0,yes,292706409,,way,10038,43.12,0.724,-3246.06,-8031.39
80 North Moore Street,0.251,1086183,3512,Independence Plaza II,41.4,Tribeca / Civic Center,1324.6,32,tag,0,40.7199126,district,-74.0108704,0.0,apartments,310245650,39,way,10013,110.0,0.224,-3613.72,-6644.1
84 White Street,0.791,1089955,3544,,4.3,Tribeca / Civic Center,583.1,4,tag,0,40.7177618,block,-74.0019335,0.0,yes,373009136,,way,10013,27.0,0.748,-2860.39,-6881.92
,0.747,1081983,3552,,11.6,Financial District,83.0,3,tag,0,40.7137804,block,-73.9989473,0.0,yes,384585714,1,way,,5.0,0.745,-2608.67,-7322.17
301 South End Avenue,0.105,1000436,3563,Treadwell Park,42.5,Financial District,171.1,6,zone_model,0,40.7103086,block,-74.0166627,0.0,yes,443261093,,way,10280,17.3,0.077,-4101.98,-7706.06
25 West Street,0.319,1078977,3567,Battery Parking Garage,38.0,Financial District,9781.1,27,zone_model,0,40.7072015,district,-74.0147749,0.0,yes,538082196,,way,10006,61.59,0.27,-3942.85,-8049.62
246 Front Street,0.898,1001379,3573,,6.3,Financial District,98.2,6,zone_model,0,40.7082297,block,-74.0010778,0.0,yes,581270583,,way,10038,22.57,0.867,-2788.26,-7935.92
,0.21,1000018,3586,,28.6,Financial District,42.7,4,tag,0,40.7029288,block,-74.0136133,0.0,yes,742653825,,way,,3.0,0.207,-3844.93,-8522.07
,0.209,1004215,3630,,41.7,Tribeca / Civic Center,52.8,6,zone_model,0,40.7176457,block,-73.9855393,0.0,roof,1016434037,,way,,8.1,0.196,-1478.46,-6894.76
120 Water Street,0.861,1090683,3638,Hotel Indigo,3.7,Financial District,240.3,4,zone_model,0,40.7055279,district,-74.0073547,0.0,hotel,1050341484,,way,10005,54.05,0.82,-3317.37,-8234.68
,0.16,1001236,3654,,36.4,Financial District,19.9,4,zone_model,0,40.7118697,block,-74.0099826,0.0,shed,1125256562,,way,,9.61,0.137,-3538.88,-7533.44
50 Trinity Place,0.821,1000801,3664,,1.9,Financial District,350.9,6,levels,0,40.7077558,district,-74.0132961,0.0,yes,1128358851,28,way,10006,90.8,0.816,-3818.19,-7988.32
,0.334,1000009,3680,,36.5,Financial District,33.7,4,levels,0,40.702942,block,-74.0110146,0.0,yes,1189000430,1,way,,4.4,0.33,-3625.88,-8520.61
,0.114,1001019,3681,,36.5,Financial District,19.3,4,zone_model,0,40.7068374,block,-74.0103754,0.0,yes,1190266852,,way,,11.79,0.072,-3572.0,-8089.88
,0.133,1002154,3683,,35.7,Tribeca / Civic Center,24.3,5,levels,0,40.7190046,block,-74.006678,0.0,roof,1220414626,1,way,,4.4,0.099,-3260.33,-6744.5
,0.156,1083355,3686,,33.3,Financial District,31.2,5,levels,0,40.7098744,block,-74.0042641,0.0,roof,1223121941,1,way,,4.4,0.126,-3056.85,-7754.07
,0.313,1001188,3691,,37.5,Financial District,78.2,5,tag,0,40.7092802,block,-74.0060247,0.0,roof,1226598294,,way,,16.0,0.276,-3205.26,-7819.77
,0.305,1795042,3718,,43.5,Tribeca / Civic Center,446.7,5,tag,0,40.7192947,block,-74.0112021,0.0,residential,1235226952,,way,,17.0,0.284,-3641.68,-6712.43
None Harrison Street,0.349,1086184,3719,,27.2,Tribeca / Civic Center,808.5,5,tag,0,40.7185273,block,-74.0113547,0.0,residential,1235226953,,way,10013,17.0,0.324,-3654.54,-6797.28
59 Henry Street,0.255,1078947,3724,59 Henry Street,30.7,Financial District,1558.2,6,tag,0,40.7131668,district,-73.9953115,0.0,residential,1238653605,19,way,10002,69.2,0.251,-2302.19,-7390.02
88 Walker Street,0.84,1090999,3726,Best Western Plus Soho Hotel,2.6,Tribeca / Civic Center,372.5,5,tag,0,40.7182419,block,-74.001214,0.0,yes,1238653621,9,way,10013,32.0,0.804,-2799.74,-6828.83
79 Eldridge Street,0.806,1003965,3738,,8.4,Tribeca / Civic Center,127.7,6,tag,0,40.7171024,block,-73.992791,0.0,yes,1305409801,,way,10002,41.1,0.796,-2089.73,-6954.84
,0.251,1086414,3745,,39.6,Brooklyn,30.7,5,zone_model,0,40.6916417,block,-74.0140515,0.0,yes,1388450696,,way,,11.6,0.238,-3881.87,-9770.14
,0.164,1086436,3758,,34.5,Brooklyn,15.9,4,zone_model,0,40.6918561,block,-74.0137531,0.0,roof,1388952163,,way,,38.17,0.156,-3856.72,-9746.43
92-98 4th Avenue,0.458,1009004,3940,Grace Memorial House,15.3,West Village,406.9,6,levels,0,40.732081,block,-73.990499,0.0,apartments,160947243,4,way,,14.0,0.406,-1896.53,-5298.6
580 5th Avenue,0.524,1034485,3974,World Diamond Tower,24.0,Midtown West / Times Sq,981.6,6,tag,0,40.756998,skyline,-73.9787561,0.0,yes,165439147,32,way,,131.0,0.472,-906.67,-2543.42
123 1st Avenue,0.988,1006337,4058,,0.9,SoHo / Hudson Square,89.1,5,tag,0,40.7273655,block,-73.9857748,0.0,apartments,241822288,,way,10003,12.9,0.932,-1498.31,-5820.01
141 1st Avenue,0.882,1006381,4068,,2.8,SoHo / Hudson Square,204.1,5,tag,0,40.7281102,block,-73.985341,0.0,apartments,241822304,,way,10003,15.7,0.876,-1461.74,-5737.66
83 East 7th Street,0.834,1006342,4075,,7.2,SoHo / Hudson Square,205.3,5,tag,0,40.727354,block,-73.9860455,0.0,apartments,241822317,,way,10003,16.4,0.821,-1521.13,-5821.28
,0.91,1076953,4119,,1.1,SoHo / Hudson Square,39.3,4,tag,0,40.7263612,block,-73.9870812,0.0,yes,241829592,,way,,11.8,0.897,-1608.43,-5931.05
98 2nd Avenue,0.966,1006225,4133,,0.9,SoHo / Hudson Square,196.5,4,tag,0,40.7270593,block,-73.9884042,0.0,apartments,241829606,,way,10003,17.8,0.918,-1719.96,-5853.86
48 1/2 East 7th Street,0.583,1006266,4169,,11.9,SoHo / Hudson Square,85.3,4,tag,0,40.7276709,block,-73.9876974,0.0,apartments,241829643,,way,10003,16.8,0.553,-1660.38,-5786.24
319 East 6th Street,0.984,1006299,4182,,1.0,SoHo / Hudson Square,112.1,7,tag,0,40.727124,block,-73.9874198,0.0,apartments,241829656,,way,10003,14.2,0.931,-1636.98,-5846.71
331 East 6th Street,0.862,1006294,4184,,7.3,SoHo / Hudson Square,207.6,5,levels,0,40.7269648,block,-73.986952,0.0,apartments,241829658,5,way,10003,17.2,0.807,-1597.54,-5864.32
,0.744,1006303,4186,,3.1,SoHo / Hudson Square,345.2,5,tag,0,40.7272773,block,-73.9877041,0.0,apartments,241829660,,way,,16.9,0.713,-1660.94,-5829.76
313 East 6th Street,0.836,1006303,4189,,7.5,SoHo / Hudson Square,149.2,5,tag,0,40.7272292,block,-73.9875974,0.0,apartments,241829663,,way,10003,14.1,0.82,-1651.94,-5835.08
218 East 5th street,0.985,1076946,4234,,0.9,SoHo / Hudson Square,64.2,4,tag,0,40.7274611,block,-73.9901446,0.0,apartments,241833301,,way,,16.4,0.954,-1866.66,-5809.44
219 East 5th Street,0.982,1085540,4247,,0.9,SoHo / Hudson Square,65.7,5,tag,0,40.7274443,block,-73.9901051,0.0,apartments,241833314,,way,10003,16.4,0.934,-1863.33,-5811.29
24 East 7th Street,0.706,1006645,4259,,5.9,SoHo / Hudson Square,457.1,9,tag,0,40.7283181,block,-73.9893598,0.0,apartments,241833329,,way,10003,43.2,0.685,-1800.51,-5714.68
,0.629,1006761,4324,,24.3,West Village,204.8,4,tag,0,40.7295305,block,-73.9895592,0.0,yes,241844946,,way,,16.9,0.594,-1817.32,-5580.61
123 East 10th Street,0.989,1006822,4330,,0.9,West Village,73.4,4,tag,0,40.7303708,block,-73.9877664,0.0,apartments,241844952,,way,10003,14.7,0.941,-1666.19,-5487.7
116 East 10th Street,0.989,1006771,4332,,0.9,West Village,61.3,4,tag,0,40.7302488,block,-73.9882826,0.0,apartments,241844954,,way,10003,16.6,0.931,-1709.7,-5501.19
114 East 10th Street,0.988,1006770,4335,,0.9,West Village,60.5,4,tag,0,40.7302725,block,-73.9883396,0.0,apartments,241844957,,way,10003,16.6,0.933,-1714.51,-5498.57
2 Cooper Square,0.661,1088594,4395,2 Cooper,11.0,SoHo / Hudson Square,1244.9,8,tag,0,40.7275162,block,-73.9918051,0.0,apartments,247838585,6,way,10003,20.0,0.648,-2006.63,-5803.34
357 Bowery,0.903,1006567,4422,,0.7,SoHo / Hudson Square,161.4,5,tag,0,40.7267467,block,-73.9913117,0.0,apartments,247838616,,way,10003,16.1,0.865,-1965.04,-5888.43
75 East 4th Street,0.958,1077985,4481,,1.1,SoHo / Hudson Square,161.7,17,tag,0,40.7267456,block,-73.9902053,0.0,apartments,247838684,,way,10003,20.0,0.903,-1871.78,-5888.55
81 2nd Avenue,0.799,1006592,4485,,4.1,SoHo / Hudson Square,86.4,4,tag,0,40.7266956,block,-73.9893541,0.0,apartments,247838688,,way,10003,15.7,0.764,-1800.03,-5894.08
85 2nd Avenue,0.962,1077717,4501,,0.8,SoHo / Hudson Square,123.1,4,tag,0,40.7268053,block,-73.9893139,0.0,apartments,247838711,,way,10003,14.8,0.922,-1796.64,-5881.95
,0.837,1006591,4516,,11.0,SoHo / Hudson Square,112.9,8,tag,0,40.7267454,block,-73.9894916,0.0,yes,247838742,,way,,3.7,0.832,-1811.61,-5888.58
21 Bleecker Street,0.795,1008445,4522,,11.3,SoHo / Hudson Square,182.7,7,tag,0,40.725674,block,-73.9932754,0.0,apartments,247839526,,way,10012,14.1,0.783,-2130.57,-6007.04
33 2nd Avenue,0.751,1089206,4606,,3.1,SoHo / Hudson Square,212.9,5,tag,0,40.7248317,block,-73.9908029,0.0,apartments,247839757,,way,,10.3,0.694,-1922.15,-6100.18
,0.657,1008517,4609,,17.9,SoHo / Hudson Square,98.8,5,tag,0,40.7270299,block,-73.9922063,0.0,yes,247839764,,way,,4.9,0.639,-2040.44,-5857.12
242 Elizabeth Street,0.846,1007851,4770,,3.3,SoHo / Hudson Square,131.8,5,tag,0,40.7233146,block,-73.9936861,0.0,apartments,247844212,,way,10012,5.6,0.83,-2165.18,-6267.93
275 Mott Street,0.983,1077159,4938,,0.9,SoHo / Hudson Square,96.4,5,tag,0,40.7239384,block,-73.9947047,0.0,yes,247845678,,way,10012,17.8,0.933,-2251.05,-6198.96
281 Mott Street,0.989,1007925,4944,,0.9,SoHo / Hudson Square,94.7,4,tag,0,40.7240947,block,-73.994637,0.0,yes,247845686,,way,10012,17.6,0.936,-2245.34,-6181.67
451 West Broadway,0.747,1077768,5058,,4.4,SoHo / Hudson Square,224.0,9,tag,0,40.7258911,block,-74.0004176,0.0,yes,247850437,,way,10012,22.9,0.701,-2732.61,-5983.03
458 West Broadway,0.945,1008030,5063,,0.9,SoHo / Hudson Square,172.7,7,tag,0,40.7263055,block,-74.0007633,0.0,yes,247850442,,way,10012,18.3,0.893,-2761.75,-5937.22
,0.719,1007949,5086,,18.1,SoHo / Hudson Square,529.4,4,tag,0,40.7251233,block,-73.9976354,0.0,yes,247850465,,way,,29.7,0.704,-2498.09,-6067.94
212 East 14th Street,0.801,1006895,5118,,5.4,West Village,214.3,5,tag,0,40.732785,block,-73.9867415,0.0,office,247850734,,way,10003,16.1,0.783,-1579.8,-5220.75
218 East 13th Street,0.989,1006858,5124,,0.9,West Village,78.0,4,tag,0,40.7321177,block,-73.9869964,0.0,apartments,247850748,,way,10003,14.4,0.939,-1601.28,-5294.54
,0.809,1006470,5216,,9.0,West Village,227.8,4,tag,0,40.7303458,block,-73.9859854,0.0,apartments,247851937,,way,,16.7,0.781,-1516.07,-5490.46
218 East 12th Street,0.874,1006829,5240,,7.4,West Village,113.1,4,tag,0,40.7313811,block,-73.9872608,0.0,apartments,247852500,,way,10003,17.2,0.827,-1623.57,-5375.98
219 East 11th Street,0.989,1006844,5241,,0.9,West Village,85.3,4,tag,0,40.7310738,block,-73.9876051,0.0,apartments,247852501,,way,10003,15.9,0.939,-1652.59,-5409.97
221 East 11th Street,0.989,1006843,5243,,0.9,West Village,86.3,4,tag,0,40.7310514,block,-73.9875522,0.0,apartments,247852503,,way,10003,16.7,0.942,-1648.13,-5412.44
223 East 11th Street,0.989,1006842,5245,,0.9,West Village,86.1,4,tag,0,40.731029,block,-73.9874991,0.0,apartments,247852505,,way,10003,16.6,0.929,-1643.66,-5414.92
147 1st Avenue,0.759,1076847,5320,,8.4,SoHo / Hudson Square,143.1,5,tag,0,40.7284062,block,-73.9850696,0.0,apartments,247852691,,way,10003,12.6,0.753,-1438.86,-5704.93
82 East 10th Street,0.678,1008965,5368,,11.6,West Village,67.9,4,tag,0,40.7309524,block,-73.9899506,0.0,apartments,247857113,,way,10003,10.6,0.631,-1850.3,-5423.39
,0.557,1080126,5484,,35.7,West Village,92.0,9,tag,0,40.7333983,block,-73.9923313,0.0,yes,247861606,,way,,8.1,0.539,-2050.99,-5152.94
