address,best,bin,building_id,building_name,distance_m,district,footprint_area,footprint_verts,height_source,is_context,lat,lod_tier,lon,min_height,osm_building_type,osm_id,osm_levels,osm_type,postcode,roof_height,second,x_m,y_m
310 West 137th Street,0.989,1059481,38623,,0.9,Harlem,77.6,4,tag,0,40.8179289,block,-73.9463551,0.0,yes,271828157,,way,10030,13.7,0.934,1824.54,4193.95
314 West 137th Street,0.988,1059483,38627,,0.9,Harlem,77.8,4,tag,0,40.8179722,block,-73.946458,0.0,yes,271828161,,way,10030,13.5,0.932,1815.86,4198.73
315 West 136th Street,0.989,1059472,38628,,0.9,Harlem,75.2,4,tag,0,40.8176443,block,-73.9467197,0.0,yes,271828163,,way,10030,12.8,0.94,1793.8,4162.48
316 West 137th Street,0.989,1059484,38629,,0.9,Harlem,78.2,4,tag,0,40.8179932,block,-73.9465082,0.0,yes,271828165,,way,10030,13.4,0.945,1811.63,4201.06
317 West 136th Street,0.989,1059471,38630,,0.9,Harlem,73.8,4,tag,0,40.8176659,block,-73.9467713,0.0,yes,271828166,,way,10030,13.0,0.937,1789.46,4164.87
318 West 137th Street,0.988,1059485,38631,,0.9,Harlem,80.3,4,tag,0,40.8180146,block,-73.9465591,0.0,yes,271828168,,way,10030,13.7,0.934,1807.34,4203.42
319 West 136th Street,0.989,1059470,38632,,0.9,Harlem,76.3,5,tag,0,40.8176878,block,-73.9468232,0.0,yes,271828170,,way,10030,13.1,0.93,1785.08,4167.29
320 West 137th Street,0.988,1059486,38634,,0.9,Harlem,76.5,4,tag,0,40.8180358,block,-73.9466095,0.0,yes,271828174,,way,10030,13.6,0.929,1803.1,4205.77
321 West 136th Street,0.804,1059470,38635,,4.2,Harlem,51.8,4,tag,0,40.8177017,block,-73.9468737,0.0,yes,271828175,,way,10030,9.2,0.755,1780.82,4168.83
322 West 137th Street,0.989,1059487,38636,,0.9,Harlem,77.5,4,tag,0,40.8180566,block,-73.9466589,0.0,yes,271828178,,way,10030,13.1,0.943,1798.92,4208.06
38 Edgecombe Avenue,0.988,1059492,38639,,0.9,Harlem,90.7,4,tag,0,40.8180295,block,-73.9469711,0.0,yes,271828187,,way,10030,15.8,0.94,1772.61,4205.07
40 Edgecombe Avenue,0.989,1059491,38640,,0.9,Harlem,90.3,4,tag,0,40.8180716,block,-73.9469405,0.0,yes,271828190,,way,10030,15.8,0.941,1775.19,4209.73
42 Edgecombe Avenue,0.989,1059490,38641,,0.9,Harlem,90.6,4,tag,0,40.8181137,block,-73.9469099,0.0,yes,271828191,,way,10030,15.5,0.942,1777.77,4214.38
44 Edgecombe Avenue,0.989,1059489,38642,,0.9,Harlem,89.5,4,tag,0,40.8181555,block,-73.9468794,0.0,yes,271828193,,way,10030,15.5,0.938,1780.34,4219.01
,0.798,1081621,38647,,4.0,Harlem,103.7,8,tag,0,40.8177691,block,-73.9471649,0.0,yes,271828201,,way,,16.8,0.793,1756.28,4176.29
,0.745,1059470,38662,,16.7,Harlem,67.8,5,tag,0,40.8178456,block,-73.9467945,0.0,yes,271828235,,way,,6.3,0.731,1787.5,4184.74
204 West 139th Street,0.989,1060336,38676,,0.9,Harlem,89.9,6,tag,0,40.817926,block,-73.942527,0.0,yes,271829933,,way,10030,13.0,0.933,2147.22,4193.63
205 West 138th Street,0.988,1060332,38678,,0.9,Harlem,89.2,6,tag,0,40.8176234,block,-73.9427493,0.0,yes,271829939,,way,10030,12.7,0.938,2128.48,4160.17
207 West 137th Street,0.988,1060218,38681,,0.9,Harlem,99.3,7,tag,0,40.8170567,block,-73.9433408,0.0,yes,271829945,,way,10030,13.9,0.929,2078.62,4097.51
207 West 138th Street,0.989,1060288,38682,,0.9,Harlem,90.8,6,tag,0,40.8176483,block,-73.942805,0.0,yes,271829947,,way,10030,13.0,0.932,2123.79,4162.92
209 West 138th Street,0.988,1060287,38686,,0.9,Harlem,89.7,6,tag,0,40.8176679,block,-73.9428562,0.0,yes,271829955,,way,10030,13.0,0.941,2119.48,4165.09
211 West 137th Street,0.988,1060252,38689,,0.9,Harlem,93.8,7,tag,0,40.8171057,block,-73.9434564,0.0,yes,271829961,,way,10030,13.8,0.937,2068.88,4102.93
212 West 139th Street,0.988,1060300,38692,,0.9,Harlem,89.9,6,tag,0,40.818015,block,-73.9427431,0.0,yes,271829967,,way,10030,13.0,0.939,2129.01,4203.47
213 West 138th Street,0.989,1060286,38694,,0.9,Harlem,90.7,6,tag,0,40.8177135,block,-73.942964,0.0,yes,271829971,,way,10030,13.0,0.932,2110.39,4170.13
214 West 139th Street,0.988,1060301,38696,,0.9,Harlem,90.2,6,tag,0,40.81804,block,-73.9428003,0.0,yes,271829974,,way,10030,12.8,0.936,2124.19,4206.23
215 West 138th Street,0.989,1060285,38698,,0.9,Harlem,90.0,6,tag,0,40.8177365,block,-73.9430208,0.0,yes,271829978,,way,10030,13.0,0.936,2105.6,4172.67
216 West 139th Street,0.989,1060338,38700,,0.9,Harlem,88.1,6,tag,0,40.8180602,block,-73.9428515,0.0,yes,271829981,,way,10030,12.5,0.936,2119.87,4208.47
217 West 138th Street,0.989,1060330,38702,,0.9,Harlem,92.0,6,tag,0,40.8177572,block,-73.9430714,0.0,yes,271829989,,way,10030,13.0,0.937,2101.33,4174.97
220 West 139th Street,0.925,1060303,38708,,1.2,Harlem,103.3,7,tag,0,40.8181401,block,-73.9430523,0.0,yes,271830000,,way,10030,13.6,0.878,2102.94,4217.31
223 West 137th Street,0.988,1060212,38713,,0.9,Harlem,96.2,7,tag,0,40.817253,block,-73.9438038,0.0,yes,271830010,,way,10030,14.0,0.941,2039.6,4119.21
224 West 139th Street,0.988,1060304,38716,,0.9,Harlem,94.0,6,tag,0,40.8181945,block,-73.9431563,0.0,yes,271830015,,way,10030,14.0,0.941,2094.18,4223.32
227 West 138th Street,0.988,1060281,38722,,0.9,Harlem,88.3,6,tag,0,40.8179126,block,-73.9434367,0.0,yes,271830025,,way,10030,3.8,0.933,2070.54,4192.15
228 West 139th Street,0.989,1060306,38724,,0.9,Harlem,86.8,6,tag,0,40.8182381,block,-73.9432664,0.0,yes,271830029,,way,10030,13.6,0.934,2084.9,4228.13
229 West 138th Street,0.989,1060280,38726,,0.9,Harlem,91.4,6,tag,0,40.817934,block,-73.9434877,0.0,yes,271830033,,way,10030,13.5,0.931,2066.24,4194.51
230 West 139th Street,0.989,1060340,38728,,0.9,Harlem,85.2,6,tag,0,40.8182618,block,-73.9433223,0.0,yes,271830040,,way,10030,13.5,0.932,2080.18,4230.76
232 West 139th Street,0.989,1060307,38732,,0.9,Harlem,83.0,6,tag,0,40.8182806,block,-73.9433713,0.0,yes,271830048,,way,10030,13.8,0.938,2076.05,4232.84
2364 Adam Clayton Powell Jr. Boulevard,0.989,1060291,38745,,0.9,Harlem,84.0,6,tag,0,40.8175395,block,-73.9424986,0.0,yes,271830073,,way,10030,16.3,0.935,2149.61,4150.9
2374 Adam Clayton Powell Jr. Boulevard,0.989,1060335,38752,,0.9,Harlem,81.4,6,tag,0,40.8178094,block,-73.942303,0.0,yes,271830089,,way,10030,16.3,0.943,2166.1,4180.74
2376 Adam Clayton Powell Jr. Boulevard,0.989,1060295,38753,,0.9,Harlem,83.1,6,tag,0,40.8178457,block,-73.9422769,0.0,yes,271830091,,way,10030,16.3,0.944,2168.3,4184.75
238 West 139th Street,0.988,1060309,38755,,0.9,Harlem,91.2,6,tag,0,40.8183517,block,-73.9435394,0.0,yes,271830095,,way,10030,13.5,0.93,2061.88,4240.7
239 West 138th Street,0.988,1060277,38757,,0.9,Harlem,87.5,6,tag,0,40.8180489,block,-73.9437593,0.0,yes,271830099,,way,10030,13.4,0.94,2043.35,4207.22
240 West 139th Street,0.989,1060310,38759,,0.9,Harlem,87.8,6,tag,0,40.8183727,block,-73.9435901,0.0,yes,271830102,,way,10030,13.7,0.93,2057.61,4243.03
242 West 139th Street,0.989,1060342,38763,,0.9,Harlem,86.1,6,tag,0,40.8183969,block,-73.9436453,0.0,yes,271830109,,way,10030,13.8,0.931,2052.96,4245.7
243 West 137th Street,0.988,1060261,38764,,0.9,Harlem,95.9,6,tag,0,40.8174994,block,-73.9443861,0.0,yes,271830111,,way,10030,17.6,0.931,1990.51,4146.46
243 West 138th Street,0.989,1060326,38765,,0.9,Harlem,91.9,6,tag,0,40.8180949,block,-73.9438668,0.0,yes,271830113,,way,10030,13.4,0.936,2034.28,4212.3
247 West 138th Street,0.989,1060274,38773,,0.9,Harlem,91.0,6,tag,0,40.81814,block,-73.9439745,0.0,yes,271830130,,way,10030,13.3,0.932,2025.21,4217.29
249 West 138th Street,0.989,1060273,38777,,0.9,Harlem,91.1,6,tag,0,40.8181614,block,-73.9440259,0.0,yes,271830134,,way,10030,13.6,0.945,2020.88,4219.66
251 West 137th Street,0.989,1060258,38780,,0.9,Harlem,92.9,6,tag,0,40.8175945,block,-73.9446163,0.0,yes,271830137,,way,10030,17.9,0.932,1971.1,4156.97
256 West 139th Street,0.988,1060344,38788,,0.9,Harlem,96.3,6,tag,0,40.8185973,block,-73.9441132,0.0,yes,271830145,,way,10030,3.8,0.938,2013.52,4267.86
2578 Frederick Douglass Boulevard,0.989,1085621,38791,,0.9,Harlem,26.8,4,tag,0,40.8181467,block,-73.9450503,0.0,yes,271830148,,way,10030,11.5,0.944,1934.52,4218.04
258 West 139th Street,0.989,1060316,38793,,0.9,Harlem,87.3,6,tag,0,40.8186187,block,-73.9441728,0.0,yes,271830152,,way,10030,13.3,0.934,2008.49,4270.22
259 West 138th Street,0.988,1060270,38795,,0.9,Harlem,87.5,6,tag,0,40.8183156,block,-73.9443914,0.0,yes,271830156,,way,10030,13.5,0.933,1990.07,4236.7
260 West 139th Street,0.988,1060317,38798,,0.9,Harlem,87.3,6,tag,0,40.81864,block,-73.9442218,0.0,yes,271830166,,way,10030,13.3,0.948,2004.36,4272.58
261 West 137th Street,0.988,1060199,38799,,1.0,Harlem,97.9,9,tag,0,40.817711,block,-73.9449058,0.0,yes,271830168,,way,10030,18.3,0.933,1946.7,4169.86
261 West 138th Street,0.989,1060269,38800,,0.9,Harlem,88.5,7,tag,0,40.8183369,block,-73.9444403,0.0,yes,271830171,,way,10030,13.7,0.943,1985.94,4239.07
262 West 139th Street,0.989,1060345,38801,,0.9,Harlem,87.7,6,tag,0,40.8186613,block,-73.9442783,0.0,yes,271830173,,way,10030,3.9,0.938,1999.6,4274.93
264 West 139th Street,0.989,1060318,38803,,0.9,Harlem,89.9,6,tag,0,40.8186834,block,-73.9443269,0.0,yes,271830177,,way,10030,13.3,0.937,1995.5,4277.38
266 West 139th Street,0.989,1060319,38805,,0.9,Harlem,90.3,6,tag,0,40.8187093,block,-73.9443835,0.0,yes,271830181,,way,10030,13.6,0.936,1990.73,4280.24
268 West 139th Street,0.989,1060320,38807,,0.9,Harlem,89.0,6,tag,0,40.8187296,block,-73.9444354,0.0,yes,271830185,,way,10030,3.9,0.939,1986.35,4282.49
270 West 139th Street,0.988,1060321,38809,,0.9,Harlem,88.3,6,tag,0,40.8187524,block,-73.9444922,0.0,yes,271830189,,way,10030,13.6,0.936,1981.57,4285.01
305 West 137th Street,0.989,1060647,38821,,0.9,Harlem,70.7,4,tag,0,40.8181749,block,-73.9460367,0.0,yes,271830214,,way,10030,12.2,0.943,1851.38,4221.15
305 West 138th Street,0.988,1060666,38822,,0.9,Harlem,74.9,4,tag,0,40.8187697,block,-73.9455076,0.0,yes,271830216,,way,10030,14.0,0.937,1895.98,4286.92
306 West 138th Street,0.988,1060688,38823,,0.9,Harlem,75.0,4,tag,0,40.8185354,block,-73.9458556,0.0,yes,271830218,,way,10030,12.3,0.932,1866.64,4261.01
307 West 137th Street,0.989,1060646,38825,,0.9,Harlem,68.4,4,tag,0,40.8181951,block,-73.9460843,0.0,yes,271830224,,way,10030,12.5,0.935,1847.36,4223.38
308 West 138th Street,0.988,1060650,38827,,0.9,Harlem,77.1,4,tag,0,40.8185575,block,-73.945908,0.0,yes,271830229,,way,10030,12.3,0.932,1862.22,4263.46
309 West 137th Street,0.988,1060645,38828,,0.9,Harlem,67.3,4,tag,0,40.8182147,block,-73.9461309,0.0,yes,271830231,,way,10030,15.5,0.944,1843.44,4225.55
311 West 137th Street,0.988,1060644,38832,,0.9,Harlem,69.5,4,tag,0,40.8182345,block,-73.9461779,0.0,yes,271830242,,way,10030,12.5,0.936,1839.48,4227.74
311 West 138th Street,0.988,1060663,38833,,0.9,Harlem,84.9,4,tag,0,40.8188403,block,-73.9456687,0.0,yes,271830245,,way,10030,13.1,0.929,1882.4,4294.73
312 West 138th Street,0.989,1060651,38834,,0.9,Harlem,74.5,4,tag,0,40.8186004,block,-73.9460097,0.0,yes,271830247,,way,10030,13.1,0.93,1853.65,4268.2
313 West 137th Street,0.989,1060643,38835,,0.9,Harlem,71.6,4,tag,0,40.818255,block,-73.9462262,0.0,yes,271830249,,way,10030,12.4,0.936,1835.4,4230.01
313 West 138th Street,0.988,1060662,38836,,0.9,Harlem,84.1,4,tag,0,40.8188636,block,-73.9457245,0.0,yes,271830251,,way,10030,13.1,0.936,1877.69,4297.3
315 West 138th Street,0.988,1060661,38840,,0.9,Harlem,83.2,4,tag,0,40.8188865,block,-73.9457799,0.0,yes,271830267,,way,10030,13.1,0.936,1873.03,4299.84
316 West 138th Street,0.989,1060652,38841,,0.9,Harlem,76.8,4,tag,0,40.8186452,block,-73.9461157,0.0,yes,271830269,,way,10030,13.3,0.936,1844.72,4273.15
316 West 139th Street,0.988,1060677,38842,,1.0,Harlem,99.3,8,tag,0,40.8192235,block,-73.9455991,0.0,yes,271830272,,way,10030,14.1,0.935,1888.26,4337.09
317 West 138th Street,0.989,1060660,38844,,0.9,Harlem,85.2,4,tag,0,40.8189096,block,-73.9458355,0.0,yes,271830298,,way,10030,13.6,0.93,1868.34,4302.39
318 West 138th Street,0.988,1060691,38845,,0.9,Harlem,78.9,4,tag,0,40.8186678,block,-73.9461693,0.0,yes,271830304,,way,10030,13.1,0.931,1840.2,4275.66
318 West 139th Street,0.987,1060678,38846,,1.0,Harlem,98.7,6,tag,0,40.8192478,block,-73.9456607,0.0,yes,271830310,,way,10030,14.5,0.931,1883.07,4339.79
319 West 137th Street,0.988,1060641,38847,,0.9,Harlem,68.9,4,tag,0,40.8183155,block,-73.9463697,0.0,yes,271830315,,way,10030,12.4,0.935,1823.31,4236.7
320 West 139th Street,0.987,1060679,38850,,1.0,Harlem,97.3,8,tag,0,40.8192716,block,-73.9457136,0.0,yes,271830328,,way,10030,14.5,0.936,1878.61,4342.42
321 West 137th Street,0.988,1060640,38851,,0.9,Harlem,68.5,4,tag,0,40.8183354,block,-73.9464168,0.0,yes,271830330,,way,10030,12.3,0.948,1819.34,4238.9
325 West 137th Street,0.989,1060639,38858,,0.9,Harlem,72.6,5,tag,0,40.8183673,block,-73.9465225,0.0,yes,271830342,,way,10030,15.4,0.939,1810.43,4242.43
52 Edgecombe Avenue,0.988,1060637,38861,,0.9,Harlem,86.3,4,tag,0,40.8184779,block,-73.9466334,0.0,yes,271830348,,way,10030,14.1,0.941,1801.08,4254.66
54 Edgecombe Avenue,0.989,1060684,38862,,0.9,Harlem,85.1,4,tag,0,40.818521,block,-73.9466018,0.0,yes,271830350,,way,10030,15.2,0.936,1803.74,4259.42
56 Edgecombe Avenue,0.989,1060638,38863,,0.9,Harlem,86.9,4,tag,0,40.8185642,block,-73.9465702,0.0,yes,271830352,,way,10030,16.0,0.933,1806.4,4264.2
62 Edgecombe Avenue,0.989,1060695,38866,,0.9,Harlem,86.9,4,tag,0,40.8186883,block,-73.9464794,0.0,yes,271830357,,way,10030,16.3,0.93,1814.06,4277.93
64 Edgecombe Avenue,0.989,1060654,38867,,0.9,Harlem,85.2,4,tag,0,40.8187316,block,-73.9464478,0.0,yes,271830359,,way,10030,13.4,0.933,1816.73,4282.71
,0.988,1085609,38874,,0.9,Harlem,25.3,4,tag,0,40.817923,block,-73.9452138,0.0,yes,271830376,,way,,11.5,0.944,1920.74,4193.3
,0.989,1085611,38876,,0.9,Harlem,25.8,4,tag,0,40.8179588,block,-73.9451876,0.0,yes,271830380,,way,,11.5,0.944,1922.95,4197.26
,0.988,1085607,38878,,0.9,Harlem,25.9,4,tag,0,40.8178872,block,-73.94524,0.0,yes,271830383,,way,,11.5,0.944,1918.53,4189.34
,0.988,1085608,38879,,0.9,Harlem,27.0,4,tag,0,40.817862,block,-73.9451803,0.0,yes,271830385,,way,,11.0,0.944,1923.57,4186.55
,0.988,1085610,38882,,0.9,Harlem,26.3,4,tag,0,40.8178979,block,-73.9451541,0.0,yes,271830388,,way,,11.5,0.943,1925.77,4190.52
,0.989,1085612,38888,,0.9,Harlem,26.9,4,tag,0,40.8179336,block,-73.945128,0.0,yes,271830396,,way,,11.0,0.944,1927.98,4194.48
,0.988,1089144,38889,,0.9,Harlem,24.4,4,tag,0,40.8184539,block,-73.9464488,0.0,yes,271830398,,way,,5.7,0.936,1816.63,4252.0
,0.988,1085622,38896,,0.9,Harlem,28.0,4,tag,0,40.8181215,block,-73.9449906,0.0,yes,271830411,,way,,11.0,0.944,1939.55,4215.25
,0.864,1089543,38897,,10.5,Harlem,22.4,4,tag,0,40.8175868,block,-73.9439598,0.0,yes,271830413,,way,,4.1,0.855,2026.45,4156.12
,0.747,1086979,38898,,4.8,Harlem,16.0,4,tag,0,40.8180454,block,-73.9431388,0.0,yes,271830417,,way,,3.5,0.732,2095.66,4206.84
,0.989,1086969,38907,,0.9,Harlem,27.3,4,tag,0,40.8184432,block,-73.9443668,0.0,yes,271830437,,way,,3.6,0.942,1992.14,4250.82
,0.988,1086975,38909,,0.9,Harlem,28.7,5,tag,0,40.8185339,block,-73.9443014,0.0,yes,271830443,,way,,3.6,0.941,1997.66,4260.85
,0.988,1089571,38917,,0.9,Harlem,30.7,5,tag,0,40.8184889,block,-73.9441945,0.0,yes,271830460,,way,,3.8,0.929,2006.66,4255.87
,0.989,1089573,38922,,0.9,Harlem,28.0,5,tag,0,40.8185559,block,-73.9443534,0.0,yes,271830466,,way,,3.9,0.934,1993.27,4263.28
,0.892,1086978,38924,,5.6,Harlem,26.8,5,tag,0,40.818178,block,-73.9437356,0.0,yes,271830469,,way,,3.7,0.838,2045.34,4221.49
,0.988,1086973,38938,,0.9,Harlem,26.6,5,tag,0,40.818246,block,-73.9436183,0.0,yes,271830500,,way,,3.3,0.937,2055.23,4229.01
,0.989,1089567,38948,,0.9,Harlem,30.8,5,tag,0,40.8180649,block,-73.9434669,0.0,yes,271830518,,way,,13.7,0.933,2068.0,4208.99
154 West 141st Street,0.785,1060071,38990,,16.5,Harlem,187.6,16,tag,0,40.8183431,block,-73.9396705,0.0,yes,271833720,,way,10030,18.7,0.726,2388.01,4239.75
2802 Frederick Douglass Boulevard,0.553,1060582,39143,,36.1,Harlem,222.8,7,tag,0,40.8253171,block,-73.9395826,0.0,yes,271846428,,way,10039,17.5,0.546,2395.42,5010.89
,0.479,1060581,39147,,41.8,Harlem,240.9,14,tag,0,40.8252893,block,-73.9393304,0.0,yes,271846437,,way,,15.4,0.456,2416.68,5007.82
214 West 148th Street,0.852,1060543,39169,,10.9,Harlem,232.2,8,tag,0,40.8239014,block,-73.9390006,0.0,yes,271847658,,way,10039,20.3,0.807,2444.48,4854.35
202 West 146th Street,0.68,1060485,39232,,24.5,Harlem,245.5,10,tag,0,40.8224023,block,-73.939327,0.0,yes,271870917,,way,10039,18.7,0.645,2416.97,4688.59
205 West 145th Street,0.654,1079777,39234,,9.8,Harlem,408.4,14,tag,0,40.8222336,block,-73.9397754,0.0,yes,271870929,,way,10039,18.4,0.604,2379.16,4669.94
210 West 146th Street,0.585,1060487,39235,,6.5,Harlem,246.7,8,tag,0,40.8224571,block,-73.939451,0.0,yes,271870934,,way,10039,19.0,0.532,2406.51,4694.65
214 West 146th Street,0.544,1060480,39237,,36.1,Harlem,235.8,9,tag,0,40.8225638,block,-73.9397029,0.0,yes,271870942,,way,10039,19.2,0.507,2385.28,4706.44
,0.705,1088715,39256,,6.7,Harlem,293.2,6,tag,0,40.8228802,block,-73.9415088,0.0,yes,271871025,,way,,20.6,0.648,2233.05,4741.43
188 Edgecombe Avenue,0.904,1061084,39287,,1.8,Harlem,74.9,5,tag,0,40.8221833,block,-73.9443219,0.0,yes,271872906,,way,10030,12.8,0.875,1995.93,4664.38
196 Edgecombe Avenue,0.988,1061088,39291,,0.9,Harlem,68.0,5,tag,0,40.8223722,block,-73.9442319,0.0,yes,271872925,,way,10030,13.0,0.928,2003.51,4685.27
210 Edgecombe Avenue,0.989,1061094,39297,,0.9,Harlem,69.0,5,tag,0,40.8227417,block,-73.9440727,0.0,yes,271872954,,way,10030,12.4,0.933,2016.93,4726.12
220 Edgecombe Avenue,0.989,1061099,39302,,0.9,Harlem,64.7,5,tag,0,40.8229635,block,-73.9439676,0.0,yes,271872979,,way,10030,11.5,0.934,2025.79,4750.65
31 Bradhurst Avenue,0.988,1061120,39326,,0.9,Harlem,61.1,5,tag,0,40.8225793,block,-73.943834,0.0,yes,271873016,,way,10030,12.3,0.941,2037.05,4708.17
33 Bradhurst Avenue,0.988,1061119,39329,,1.0,Harlem,61.5,4,tag,0,40.8226184,block,-73.9437945,0.0,yes,271873022,,way,10030,12.4,0.938,2040.38,4712.49
35 Bradhurst Avenue,0.988,1061118,39330,,0.9,Harlem,62.6,5,tag,0,40.8226604,block,-73.9437587,0.0,yes,271873025,,way,10030,12.5,0.932,2043.39,4717.13
37 Bradhurst Avenue,0.988,1061117,39331,,0.9,Harlem,61.7,5,tag,0,40.8227021,block,-73.9437221,0.0,yes,271873026,,way,10030,11.5,0.934,2046.48,4721.74
43 Bradhurst Avenue,0.989,1061114,39334,,0.9,Harlem,60.2,5,tag,0,40.8228239,block,-73.9436065,0.0,yes,271873029,,way,10030,12.5,0.931,2056.23,4735.21
47 Bradhurst Avenue,0.988,1061112,39336,,0.9,Harlem,61.8,5,tag,0,40.8229041,block,-73.94353,0.0,yes,271873031,,way,10030,12.5,0.933,2062.68,4744.08
51 Bradhurst Avenue,0.987,1061110,39338,,0.9,Harlem,63.8,5,tag,0,40.822986,block,-73.9434537,0.0,yes,271873033,,way,10030,11.7,0.932,2069.1,4753.14
,0.989,1087006,39348,,0.9,Harlem,36.4,5,tag,0,40.8222139,block,-73.9441265,0.0,yes,271873048,,way,,3.0,0.936,2012.4,4667.75
,0.635,1060399,39412,,25.7,Harlem,190.3,16,tag,0,40.8194126,block,-73.9431008,0.0,yes,271873832,,way,,19.0,0.622,2098.86,4358.01
,0.737,1060399,39413,,17.3,Harlem,190.9,18,tag,0,40.8194486,block,-73.9431894,0.0,yes,271873833,,way,,18.5,0.684,2091.39,4361.99
104 Edgecombe Avenue,0.989,1060699,39417,,0.9,Harlem,84.1,6,tag,0,40.8197144,block,-73.9457238,0.0,yes,271873931,,way,10030,13.5,0.93,1877.75,4391.38
106 Edgecombe Avenue,0.989,1060728,39418,,0.9,Harlem,82.6,6,tag,0,40.819751,block,-73.945697,0.0,yes,271873932,,way,10030,13.5,0.944,1880.01,4395.42
108 Edgecombe Avenue,0.989,1060700,39419,,0.9,Harlem,85.6,6,tag,0,40.819792,block,-73.9456665,0.0,yes,271873933,,way,10030,13.5,0.929,1882.59,4399.96
110 Edgecombe Avenue,0.988,1060735,39420,,0.9,Harlem,84.2,6,tag,0,40.8198293,block,-73.9456397,0.0,yes,271873934,,way,10030,13.2,0.944,1884.84,4404.08
114 Edgecombe Avenue,0.843,1060735,39422,,9.3,Harlem,93.2,7,tag,0,40.8199093,block,-73.9455826,0.0,yes,271873936,,way,10030,14.6,0.791,1889.66,4412.93
202 West 140th Street,0.694,1060374,39423,,6.2,Harlem,233.4,12,tag,0,40.8185685,block,-73.9421255,0.0,yes,271873937,,way,10030,20.0,0.683,2181.07,4264.67
229 West 139th Street,0.989,1060361,39450,,0.9,Harlem,86.8,4,tag,0,40.818583,block,-73.9431094,0.0,yes,271873964,,way,10030,13.4,0.93,2098.13,4266.28
231 West 139th Street,0.989,1060391,39452,,0.9,Harlem,86.0,4,tag,0,40.8186071,block,-73.9431667,0.0,yes,271873966,,way,10030,13.8,0.934,2093.3,4268.94
239 West 139th Street,0.988,1075490,39456,,0.9,Harlem,86.3,4,tag,0,40.8187049,block,-73.943399,0.0,yes,271873971,,way,10030,13.5,0.932,2073.72,4279.75
241 West 139th Street,0.989,1060357,39457,,0.9,Harlem,87.1,4,tag,0,40.818729,block,-73.9434565,0.0,yes,271873972,,way,10030,13.4,0.934,2068.87,4282.42
261 West 139th Street,0.988,1060349,39467,,0.9,Harlem,91.3,4,tag,0,40.8190149,block,-73.9441346,0.0,yes,271873982,,way,10030,13.3,0.93,2011.72,4314.03
302 West 140th Street,0.988,1060715,39475,,0.9,Harlem,73.7,6,tag,0,40.8197382,block,-73.9448345,0.0,yes,271873990,,way,10030,11.9,0.932,1952.72,4394.01
304 West 140th Street,0.989,1060716,39477,,0.9,Harlem,73.1,4,tag,0,40.8197555,block,-73.9448857,0.0,yes,271873992,,way,10030,12.0,0.944,1948.4,4395.93
308 West 140th Street,0.989,1060717,39481,,0.9,Harlem,69.9,4,tag,0,40.819795,block,-73.9449795,0.0,yes,271873996,,way,10030,12.6,0.936,1940.5,4400.3
310 West 140th Street,0.989,1060718,39483,,0.9,Harlem,71.9,4,tag,0,40.8198152,block,-73.9450272,0.0,yes,271873998,,way,10030,12.0,0.937,1936.47,4402.53
312 West 140th Street,0.989,1060733,39485,,0.9,Harlem,68.9,4,tag,0,40.8198352,block,-73.9450747,0.0,yes,271874000,,way,10030,12.0,0.931,1932.47,4404.74
314 West 140th Street,0.988,1060719,39487,,0.9,Harlem,70.2,4,tag,0,40.8198549,block,-73.9451217,0.0,yes,271874002,,way,10030,12.0,0.942,1928.51,4406.92
316 West 140th Street,0.989,1060720,39489,,0.9,Harlem,70.2,4,tag,0,40.8198749,block,-73.945169,0.0,yes,271874004,,way,10030,12.0,0.95,1924.51,4409.13
318 West 140th Street,0.989,1060734,39491,,0.9,Harlem,68.8,4,tag,0,40.8198947,block,-73.9452159,0.0,yes,271874006,,way,10030,12.0,0.942,1920.56,4411.32
320 West 140th Street,0.989,1060721,39493,,0.9,Harlem,70.1,4,tag,0,40.8199144,block,-73.9452628,0.0,yes,271874008,,way,10030,12.0,0.943,1916.61,4413.49
322 West 140th Street,0.987,1060722,39495,,0.9,Harlem,72.6,5,tag,0,40.8199347,block,-73.945311,0.0,yes,271874010,,way,10030,12.0,0.933,1912.55,4415.74
,0.989,1089136,39512,,0.9,Harlem,26.7,4,tag,0,40.8187079,block,-73.9430882,0.0,yes,271874027,,way,,3.6,0.933,2099.92,4280.09
2860 Frederick Douglass Boulevard,0.452,1083117,39541,,11.9,Harlem,105.4,4,tag,0,40.8274859,block,-73.9381891,0.0,yes,271874436,,way,10039,22.0,0.406,2512.88,5250.7
,0.595,1083117,39564,,13.9,Harlem,469.5,5,tag,0,40.8272606,block,-73.9382677,0.0,yes,271874488,,way,,26.6,0.579,2506.26,5225.79
,0.515,1060884,39600,,28.0,Harlem,289.3,9,tag,0,40.8278861,block,-73.9386257,0.0,yes,271875910,,way,,21.1,0.472,2476.08,5294.96
,0.617,1060874,39602,,24.4,Harlem,248.0,12,tag,0,40.8276817,block,-73.9387522,0.0,yes,271875916,,way,,19.7,0.559,2465.42,5272.36
722 Saint Nicholas Avenue,0.989,1061143,39663,,0.9,Harlem,83.8,4,tag,0,40.8247471,block,-73.9439178,0.0,yes,271877814,,way,10031,14.1,0.935,2029.98,4947.87
724 Saint Nicholas Avenue,0.989,1061142,39664,,0.9,Harlem,83.2,4,tag,0,40.8247921,block,-73.943885,0.0,yes,271877816,,way,10031,14.1,0.936,2032.75,4952.85
