address,bbl,bbl_source,bin,building_id,building_name,district,footprint_area,footprint_verts,height_source,is_context,lat,lod_tier,lon,match_area_ratio,match_confidence,match_distance_m,min_height,osm_building_type,osm_id,osm_levels,osm_type,postcode,roof_height,x_m,y_m
1 MetroTech,,,,49363,1 MetroTech Center,Brooklyn,6175.0,9,tag,1,40.6932031,district,-73.9867073,,none,,0.0,yes,250369765,,way,11201,112.9,-1576.91,-9597.48
,,,,49364,,Brooklyn,2442.0,7,tag,1,40.6925746,district,-73.9855707,,none,,0.0,yes,250369767,,way,,45.6,-1481.1,-9666.97
88 Lawrence Street,,,,49365,,Brooklyn,1435.4,8,tag,1,40.6940239,block,-73.9865342,,none,,0.0,yes,250369771,8,way,11201,38.9,-1562.32,-9506.72
,,,,49366,,Brooklyn,1318.6,8,tag,1,40.6925273,block,-73.9865164,,none,,0.0,yes,250369772,,way,,24.3,-1560.82,-9672.21
,,,,49367,,Brooklyn,2152.3,6,tag,1,40.6925636,district,-73.9849718,,none,,0.0,yes,250369773,,way,,104.2,-1430.62,-9668.19
12 Albany Avenue,,,,49368,,Brooklyn,279.5,4,tag,1,40.6803916,block,-73.9387388,,none,,0.0,apartments,250372426,,way,11216,14.7,2466.54,-11014.1
15 Albany Avenue,,,,49369,,Brooklyn,550.5,12,tag,1,40.6802957,block,-73.9381667,,none,,0.0,apartments,250372432,,way,11216,25.1,2514.77,-11024.71
1547 Fulton Street,,,,49370,,Brooklyn,177.7,8,tag,1,40.6800408,block,-73.9393961,,none,,0.0,yes,250372438,,way,11216,15.1,2411.14,-11052.89
1549 Fulton Street,,,,49371,,Brooklyn,179.8,8,tag,1,40.6800339,block,-73.9392894,,none,,0.0,yes,250372439,,way,11216,14.8,2420.13,-11053.66
1551 Fulton Street,,,,49372,,Brooklyn,340.1,5,tag,1,40.6801014,block,-73.9391734,,none,,0.0,yes,250372441,,way,,14.8,2429.91,-11046.19
,,,,49373,,Brooklyn,314.4,12,tag,1,40.6808755,block,-73.936501,,none,,0.0,apartments,250372461,,way,,14.2,2655.18,-10960.6
176 Decatur Street,,,,49374,,Brooklyn,171.7,12,tag,1,40.6809057,block,-73.936208,,none,,0.0,apartments,250372463,,way,11233,12.0,2679.88,-10957.25
18 Albany Avenue,,,,49375,,Brooklyn,280.2,4,tag,1,40.6802566,block,-73.9387111,,none,,0.0,apartments,250372464,,way,11216,14.8,2468.88,-11029.03
6 Albany Avenue,,,,49376,,Brooklyn,279.8,4,tag,1,40.6805238,block,-73.938766,,none,,0.0,apartments,250372512,,way,11216,15.1,2464.26,-10999.48
7 Albany Avenue,,,,49377,,Brooklyn,490.2,15,tag,1,40.6805358,block,-73.9382297,,none,,0.0,apartments,250372524,,way,11216,25.4,2509.46,-10998.15
88 Decatur Street,,,,49378,,Brooklyn,151.0,7,tag,1,40.6804714,block,-73.9399443,,none,,0.0,yes,250372529,,way,11216,15.7,2364.93,-11005.28
90 Decatur Street,,,,49379,,Brooklyn,134.0,8,tag,1,40.6804784,block,-73.9398689,,none,,0.0,yes,250372530,,way,11216,14.7,2371.28,-11004.5
,,,,49380,Junior High School 35,Brooklyn,2681.8,14,tag,1,40.6816497,block,-73.9357475,,none,,0.0,school,250372533,,way,,25.4,2718.7,-10874.98
180 Decatur Street,,,,49381,Zion Temple Church,Brooklyn,178.5,14,tag,1,40.6809189,block,-73.9361039,,none,,0.0,yes,250372536,,way,11233,12.0,2688.65,-10955.8
,,,,49382,,Brooklyn,206.5,7,tag,1,40.6812041,block,-73.9375293,,none,,0.0,yes,250372537,,way,,14.2,2568.5,-10924.26
,,,,49383,,Brooklyn,285.5,12,tag,1,40.6804941,block,-73.9397454,,none,,0.0,apartments,250372538,,way,,15.5,2381.69,-11002.77
144 Decatur Street,,,,49384,,Brooklyn,339.5,15,tag,1,40.6807581,block,-73.9374089,,none,,0.0,apartments,250372539,,way,11233,15.6,2578.65,-10973.57
,,,,49385,,Brooklyn,156.7,15,tag,1,40.6804115,block,-73.9348305,,none,,0.0,yes,250372540,,way,,13.3,2795.99,-11011.9
,,,,49386,,Brooklyn,4141.7,28,tag,1,40.6801672,block,-73.9364394,,none,,0.0,apartments,250372541,,way,,17.1,2660.37,-11038.91
,,,,49387,,Brooklyn,147.8,5,tag,1,40.6815039,block,-73.9375813,,none,,0.0,yes,250372547,,way,,13.8,2564.12,-10891.11
,,,,49388,,Brooklyn,306.5,5,tag,1,40.6801041,block,-73.9394982,,none,,0.0,yes,250372553,,way,,15.1,2402.53,-11045.89
11 Metrotech Center,,,,49389,,Brooklyn,4344.0,6,tag,1,40.6953054,block,-73.9847021,,none,,0.0,yes,250372629,,way,11201,36.6,-1407.89,-9365.02
,,,,49390,,Brooklyn,801.1,6,tag,1,40.6953676,block,-73.9837997,,none,,0.0,yes,250372633,,way,,23.7,-1331.82,-9358.15
133 Concord Street,,,,49391,,Brooklyn,214.0,8,tag,1,40.6978796,block,-73.9860949,,none,,0.0,apartments,250372634,,way,11201,16.0,-1525.29,-9080.38
14 Duffield Street,,,,49392,,Brooklyn,135.9,4,tag,1,40.6979805,block,-73.9842358,,none,,0.0,yes,250372635,,way,11201,19.8,-1368.58,-9069.23
15 Metrotech Center,,,,49393,,Brooklyn,3797.2,11,tag,1,40.6944967,block,-73.984526,,none,,0.0,school,250372636,,way,11201,40.1,-1393.04,-9454.44
164 Tillary Street,,,,49394,,Brooklyn,868.2,9,tag,1,40.6956416,block,-73.9834953,,none,,0.0,yes,250372638,,way,11201,27.3,-1306.16,-9327.85
171 Concord Street,,,,49395,,Brooklyn,151.9,7,tag,1,40.6977647,block,-73.9843686,,none,,0.0,yes,250372641,,way,11201,12.2,-1379.78,-9093.09
194 Concord Street,,,,49396,,Brooklyn,133.9,5,tag,1,40.6973902,block,-73.9833547,,none,,0.0,yes,250372651,,way,11201,15.0,-1294.31,-9134.49
197 Bridge Street,,,,49397,,Brooklyn,1017.7,13,tag,1,40.6980749,district,-73.9845949,,none,,0.0,yes,250372652,,way,11201,71.5,-1398.85,-9058.79
250 Cathedral Place,,,,49398,,Brooklyn,315.3,5,tag,1,40.6968685,block,-73.9856994,,none,,0.0,yes,250372655,,way,11201,12.8,-1491.95,-9192.18
43 Duffield Street,,,,49399,,Brooklyn,149.3,9,tag,1,40.6969689,block,-73.9838586,,none,,0.0,yes,250372659,,way,11201,15.8,-1336.78,-9181.08
,,,,49400,Howard Building,Brooklyn,2329.0,5,tag,1,40.6974261,district,-73.9858827,,none,,0.0,university,250372675,,way,,49.2,-1507.41,-9130.53
2 Chapel Street,,,,49401,Saint James Cathedral,Brooklyn,1048.0,18,tag,1,40.6970716,block,-73.9865696,,none,,0.0,cathedral,250372681,,way,11201,17.4,-1565.31,-9169.72
,,,,49402,Wunsch Building,Brooklyn,397.6,5,tag,1,40.6943223,block,-73.9848674,,none,,0.0,school,250372685,,way,,12.4,-1421.82,-9473.73
49 Flatbush Avenue Extension,,,,49403,Brooklyn International High School,Brooklyn,1836.4,11,tag,1,40.6973758,block,-73.9845289,,none,,0.0,school,250372687,,way,11201,36.4,-1393.29,-9136.09
,,,,49404,Oro Condominium,Brooklyn,1081.0,17,tag,1,40.6950574,skyline,-73.983564,,none,,0.0,yes,250372689,40,way,,128.0,-1311.96,-9392.44
199 Bridge Street,,,,49405,,Brooklyn,154.7,4,tag,1,40.6979276,block,-73.984753,,none,,0.0,yes,250372697,,way,11201,14.9,-1412.18,-9075.08
,,,,49406,,Brooklyn,338.0,4,tag,1,40.6956955,block,-73.983782,,none,,0.0,yes,250372699,,way,,14.7,-1330.33,-9321.88
,,,,49407,,Brooklyn,138.7,5,tag,1,40.6967688,block,-73.9838734,,none,,0.0,yes,250372702,,way,,16.6,-1338.03,-9203.2
42 Duffield Street,,,,49408,,Brooklyn,159.7,6,tag,1,40.697087,block,-73.9843,,none,,0.0,yes,250372704,,way,11201,15.8,-1374.0,-9168.02
44 Duffield Street,,,,49409,,Brooklyn,160.4,6,tag,1,40.6970091,block,-73.9843048,,none,,0.0,yes,250372706,,way,11201,15.8,-1374.4,-9176.64
180 Nassau Street,,,,49410,,Brooklyn,942.5,8,tag,1,40.6982298,block,-73.9843566,,none,,0.0,yes,250372707,,way,11201,30.8,-1378.76,-9041.66
22 Chapel Street,,,,49411,,Brooklyn,2107.5,7,levels,1,40.6970212,district,-73.9857097,,none,,0.0,yes,250372710,20,way,11201,65.2,-1492.82,-9175.29
141 Willoughby Street,,,,49412,,Brooklyn,1578.5,8,tag,1,40.692388,district,-73.9831043,,none,,0.0,yes,250372712,24,way,11201,109.7,-1273.2,-9687.61
90 Chauncey Street,,,,49413,,Brooklyn,4200.2,25,tag,1,40.6799997,block,-73.9298597,,none,,0.0,apartments,250372851,,way,11233,18.3,3215.0,-11057.44
140 Cadman Plaza West,,,,49414,,Context,2157.8,11,tag,1,40.7003321,district,-73.9912929,,none,,0.0,residential,250373211,27,way,11201,77.1,-1963.46,-8809.2
225 Cadman Plaza East,,,,49415,Theodore Roosevelt United States Courthouse,Brooklyn,7928.3,15,tag,1,40.6970359,district,-73.9894266,,none,,0.0,public,250373215,15,way,11201-1832,78.6,-1806.13,-9173.68
165 Cadman Plaza East,,,,49416,NYC Emergency Management Headquarters,Brooklyn,1568.8,13,tag,1,40.6990694,block,-73.9893245,,none,,0.0,government,250373216,4,way,11201,16.0,-1797.53,-8948.82
,,,,49417,,Brooklyn,178.9,8,tag,1,40.6799545,block,-73.9257706,,none,,0.0,apartments,250374412,,way,,14.4,3559.69,-11062.43
270 Jay Street,,,,49418,Concord Village - 270 Jay,Brooklyn,720.1,16,tag,1,40.6965562,district,-73.9873622,,none,,0.0,yes,250374487,16,way,11201,46.9,-1632.12,-9226.71
195 Adams Street,,,,49419,,Brooklyn,754.2,13,tag,1,40.6980664,district,-73.987758,,none,,0.0,yes,250374488,,way,11201,56.7,-1665.49,-9059.73
215 Adams Street,,,,49420,,Brooklyn,754.2,12,tag,1,40.6975958,district,-73.9882298,,none,,0.0,yes,250374490,,way,11201,47.4,-1705.25,-9111.77
225 Adams Street,,,,49421,,Brooklyn,671.6,21,tag,1,40.6970895,district,-73.9878046,,none,,0.0,apartments,250374491,,way,11201,57.6,-1669.41,-9167.75
230 Jay Street,,,,49422,,Brooklyn,762.3,12,tag,1,40.6976409,district,-73.9873237,,none,,0.0,apartments,250374492,,way,11201,47.6,-1628.87,-9106.77
,,,,49423,,Brooklyn,928.7,11,tag,1,40.6971151,block,-73.9873223,,none,,0.0,yes,250374493,,way,,31.2,-1628.76,-9164.92
,,,,49424,,Brooklyn,754.0,12,tag,1,40.6985749,district,-73.9881886,,none,,0.0,yes,250374495,,way,,47.4,-1701.78,-9003.5
73 Sands Street,,,,49425,,Context,1294.6,6,tag,1,40.7004362,district,-73.9874026,,none,,0.0,yes,250374496,,way,11201,55.5,-1635.53,-8797.69
235 Adams Street,,,,49426,,Brooklyn,716.1,21,tag,1,40.6965892,district,-73.9883066,,none,,0.0,yes,250374498,,way,11201,46.5,-1711.73,-9223.07
,,,,49427,,Context,161.0,5,tag,1,40.7000924,block,-73.9874384,,none,,16.0,yes,250374501,,way,,20.0,-1638.54,-8835.71
172 Pearl Street,,,,49428,NYC College of Technology Environmental Building,Brooklyn,456.0,4,tag,1,40.6995364,block,-73.9880689,,none,,0.0,yes,250374503,,way,11201,14.2,-1691.69,-8897.19
117 Adams Street,,,,49429,,Context,1833.2,6,tag,1,40.7004726,block,-73.988222,,none,,0.0,commercial,250374505,,way,11201,42.2,-1704.59,-8793.66
111 Bridge Street,,,,49430,,Context,755.4,34,tag,1,40.7007736,district,-73.9841611,,none,,0.0,yes,250376775,,way,11201,51.2,-1362.28,-8760.38
167 Sands Street,,,,49431,,Context,713.5,6,tag,1,40.7003307,block,-73.9840585,,none,,0.0,apartments,250376779,,way,11201,31.5,-1353.63,-8809.35
,,,,49432,,Context,821.5,40,tag,1,40.7001651,block,-73.9834486,,none,,0.0,yes,250376781,,way,,43.0,-1302.22,-8827.66
,,,,49433,,Context,761.3,31,tag,1,40.7010561,block,-73.9833749,,none,,0.0,yes,250376784,,way,,43.4,-1296.02,-8729.14
,,,,49434,,Brooklyn,880.7,28,tag,1,40.6992837,block,-73.9809709,,none,,0.0,yes,250377705,,way,,44.8,-1093.37,-8925.12
,,,,49435,,Brooklyn,780.3,33,tag,1,40.6987526,district,-73.9817721,,none,,0.0,yes,250377708,,way,,54.2,-1160.9,-8983.85
,,,,49436,,Brooklyn,904.6,41,tag,1,40.6993533,block,-73.9824656,,none,,0.0,yes,250377710,,way,,43.9,-1219.36,-8917.43
233 Sands Street,,,,49437,,Context,750.9,31,tag,1,40.7000799,block,-73.9808986,,none,,0.0,yes,250378266,,way,11201,43.1,-1087.28,-8837.08
,,,,49438,,Context,825.4,40,tag,1,40.7001292,block,-73.9824507,,none,,0.0,yes,250378268,,way,,42.7,-1218.11,-8831.63
,,,,49439,,Context,758.0,36,tag,1,40.7010203,block,-73.9823967,,none,,0.0,yes,250378270,,way,,43.0,-1213.56,-8733.1
,,,,49440,,Context,1229.9,40,tag,1,40.700807,district,-73.9816733,,none,,0.0,yes,250378273,,way,,52.9,-1152.57,-8756.69
211 Marion Street,,,,49441,,Brooklyn,147.0,8,tag,1,40.6807831,block,-73.9212991,,none,,0.0,apartments,250379039,,way,11233,12.3,3936.61,-10970.81
274 Chauncey Street,,,,49442,,Brooklyn,147.4,4,tag,1,40.6810947,block,-73.9218166,,none,,0.0,apartments,250379115,,way,11233,15.6,3892.99,-10936.36
276 Chauncey Street,,,,49443,,Brooklyn,145.0,4,tag,1,40.681105,block,-73.9217271,,none,,0.0,apartments,250379117,,way,11233,15.3,3900.53,-10935.21
278 Chauncey Street,,,,49444,,Brooklyn,145.1,5,tag,1,40.6811153,block,-73.9216383,,none,,0.0,apartments,250379119,,way,11233,14.7,3908.02,-10934.08
100 Gold Street,,,,49445,,Context,163.5,6,tag,1,40.7019135,block,-73.9830629,,none,,0.0,apartments,250380027,,way,11201,18.3,-1269.72,-8634.34
104 Gold Street,,,,49446,,Context,563.8,6,tag,1,40.7016269,block,-73.9830267,,none,,0.0,yes,250380028,,way,11201,12.2,-1266.67,-8666.02
109 Gold Street,,,,49447,,Context,544.8,8,tag,1,40.7015558,block,-73.9824335,,none,,0.0,yes,250380029,,way,11201,21.4,-1216.66,-8673.89
112 York Street,,,,49448,,Context,179.6,5,tag,1,40.7013548,block,-73.9866072,,none,,0.0,train_station,250380031,,way,11201,14.8,-1568.47,-8696.12
181 York Street,,,,49449,,Context,145.3,4,tag,1,40.701575,block,-73.9836181,,none,,0.0,yes,250380035,,way,11201,20.7,-1316.52,-8671.76
206 Front Street,,,,49450,,Context,487.0,14,tag,1,40.702165,block,-73.9840099,,none,,0.0,yes,250380050,,way,,21.3,-1349.54,-8606.53
79 Bridge Street,,,,49451,,Context,977.3,6,tag,1,40.7019305,block,-73.9844152,,none,,0.0,yes,250380056,,way,11201,21.3,-1383.7,-8632.46
99 Gold Street,,,,49452,Gold Street Lofts,Context,1524.9,5,tag,1,40.7019727,block,-73.9825205,,none,,0.0,apartments,250380070,6,way,11201,26.4,-1224.0,-8627.79
158 York Street,,,,49453,,Context,1757.4,8,tag,1,40.7012386,block,-73.9851656,,none,,0.0,yes,250380078,,way,11201,24.8,-1446.96,-8708.96
185 York Street,,,,49454,,Context,254.7,9,tag,1,40.7015563,block,-73.9834832,,none,,0.0,yes,250380080,,way,11201,24.1,-1305.14,-8673.84
,,,,49455,,Brooklyn,756.7,20,tag,1,40.6813795,block,-73.923682,,none,,0.0,apartments,250381068,,way,,20.0,3735.74,-10904.86
,,,,49456,,Brooklyn,783.5,20,tag,1,40.6804713,block,-73.9251648,,none,,0.0,apartments,250381071,,way,,19.6,3610.76,-11005.28
,,,,49457,,Brooklyn,769.6,20,tag,1,40.6812867,block,-73.9245126,,none,,0.0,apartments,250381073,,way,,20.1,3665.73,-10915.13
,,,,49458,,Brooklyn,796.3,24,tag,1,40.681466,block,-73.9228888,,none,,0.0,apartments,250381075,,way,,19.0,3802.61,-10895.29
,,,,49459,,Brooklyn,814.8,24,tag,1,40.6805672,block,-73.924377,,none,,0.0,apartments,250381078,,way,,19.9,3677.16,-10994.68
,,,,49460,,Brooklyn,827.6,25,tag,1,40.6811907,block,-73.9253026,,none,,0.0,apartments,250381080,,way,,19.3,3599.14,-10925.74
,,,,49461,,Brooklyn,1169.2,27,tag,1,40.6806413,block,-73.9235408,,none,,0.0,apartments,250381083,,way,,19.2,3747.65,-10986.49
,,,,49462,,Brooklyn,789.1,20,tag,1,40.6797622,block,-73.9250232,,none,,0.0,apartments,250382194,,way,,19.5,3622.69,-11083.7
,,,,49463,,Brooklyn,888.3,26,tag,1,40.6799042,block,-73.9233678,,none,,0.0,apartments,250382200,,way,,19.4,3762.23,-11067.99
,,,,49464,,Brooklyn,825.6,26,tag,1,40.6798473,block,-73.9242348,,none,,0.0,apartments,250382202,,way,,19.9,3689.14,-11074.29
162 Howard Avenue,,,,49465,,Brooklyn,215.3,9,tag,1,40.6827488,block,-73.9201357,,none,,0.0,apartments,250384077,4,way,11233,15.6,4034.67,-10753.45
194 Ralph Avenue,,,,49466,,Brooklyn,234.8,5,tag,1,40.6830185,block,-73.9229836,,none,,0.0,apartments,250384078,,way,11233,15.0,3794.61,-10723.64
207 Ralph Avenue,,,,49467,,Brooklyn,163.5,4,tag,1,40.6825184,block,-73.922392,,none,,0.0,apartments,250384080,4,way,11233,14.4,3844.48,-10778.92
209 Ralph Avenue,,,,49468,,Brooklyn,157.4,4,tag,1,40.6824462,block,-73.9223776,,none,,0.0,apartments,250384081,4,way,11233,14.7,3845.7,-10786.91
213 Ralph Avenue,,,,49469,,Brooklyn,159.6,4,tag,1,40.6823748,block,-73.9223633,,none,,0.0,apartments,250384082,4,way,11233,14.9,3846.9,-10794.81
215 Ralph Avenue,,,,49470,,Brooklyn,148.8,4,tag,1,40.6823054,block,-73.9223495,,none,,0.0,apartments,250384084,3,way,11233,14.9,3848.07,-10802.49
217 Ralph Avenue,,,,49471,,Brooklyn,157.9,4,tag,1,40.6822363,block,-73.9223357,,none,,0.0,apartments,250384086,4,way,11233,14.9,3849.23,-10810.12
221 Ralph Avenue,,,,49472,,Brooklyn,150.3,4,tag,1,40.6821669,block,-73.9223219,,none,,0.0,apartments,250384088,4,way,11233,15.0,3850.39,-10817.8
281 Bainbridge Street,,,,49473,,Brooklyn,132.4,6,tag,1,40.6817868,block,-73.9254928,,none,,0.0,apartments,250384100,4,way,11233,14.3,3583.1,-10859.83
283 Bainbridge Street,,,,49474,,Brooklyn,143.1,12,tag,1,40.6817947,block,-73.9254028,,none,,0.0,apartments,250384102,4,way,11233,13.9,3590.69,-10858.95
285 Bainbridge Street,,,,49475,,Brooklyn,134.4,10,tag,1,40.6818038,block,-73.9253132,,none,,0.0,apartments,250384104,4,way,11233,14.6,3598.24,-10857.95
457 Decatur Street,,,,49476,,Brooklyn,190.1,12,tag,1,40.6826137,block,-73.9249549,,none,,0.0,apartments,250384273,,way,11233,13.6,3628.45,-10768.39
461 Decatur Street,,,,49477,,Brooklyn,571.5,12,tag,1,40.6826782,block,-73.9247243,,none,,0.0,church,250384280,,way,11233,17.5,3647.88,-10761.26
455 Decatur Street,,,,49478,Union Baptist Church,Brooklyn,182.7,14,tag,1,40.6826023,block,-73.9250622,,none,,0.0,yes,250384548,,way,11233,14.2,3619.4,-10769.65
,,,,49479,,Brooklyn,191.0,10,tag,1,40.6825933,block,-73.9223803,,none,,0.0,apartments,250384551,,way,,15.2,3845.47,-10770.65
,,,,49480,,Brooklyn,209.1,5,tag,1,40.6821643,block,-73.9227398,,none,,0.0,apartments,250384560,4,way,,13.9,3815.17,-10818.08
,,,,49481,,Brooklyn,190.1,5,tag,1,40.6821011,block,-73.922282,,none,,0.0,apartments,250384566,4,way,,15.1,3853.76,-10825.07
,,,,49482,,Brooklyn,210.4,5,tag,1,40.6824445,block,-73.9227917,,none,,0.0,apartments,250384572,4,way,,14.6,3810.79,-10787.1
None Water Street,,,,49483,,Context,1282.9,4,tag,1,40.7035841,block,-73.98786,,none,,0.0,yes,250386580,,way,11201,12.1,-1674.08,-8449.62
,,,,49484,,Context,6498.8,6,tag,1,40.705362,block,-73.9801631,,none,,0.0,yes,250386583,,way,,42.9,-1025.27,-8253.03
136 Front Street,,,,49485,J Condos,Context,2579.6,12,tag,1,40.701979,district,-73.9870416,,none,,0.0,yes,250386596,31,way,11201,99.3,-1605.1,-8627.09
,,,,49486,,Context,429.7,4,tag,1,40.7033051,block,-73.9877901,,none,,0.0,yes,250386609,,way,,24.9,-1668.19,-8480.47
,,,,49487,,Context,1034.2,13,tag,1,40.7040625,block,-73.9816767,,none,,0.0,yes,250386614,,way,,42.4,-1152.86,-8396.71
171 Marshall Street,,,,49488,,Context,2029.8,10,tag,1,40.7049486,block,-73.980517,,none,,0.0,yes,250386622,,way,11201,38.5,-1055.11,-8298.74
177 Water Street,,,,49489,,Context,226.3,5,tag,1,40.7033056,block,-73.9871153,,none,,0.0,yes,250386628,,way,11201,14.6,-1611.31,-8480.41
180 Marshall Street,,,,49490,,Context,1491.9,5,tag,1,40.7045881,block,-73.9798157,,none,,0.0,yes,250386635,,way,11201,34.7,-996.0,-8338.59
192 Water Street,,,,49491,,Context,474.1,4,tag,1,40.702903,block,-73.9860596,,none,,0.0,yes,250386640,,way,11201,16.3,-1522.32,-8524.92
,,,,49492,,Context,1849.6,7,tag,1,40.7046279,block,-73.9805399,,none,,0.0,yes,250386646,,way,,34.5,-1057.04,-8334.2
195 Plymouth Street,,,,49493,,Context,420.6,4,tag,1,40.7038955,block,-73.9854328,,none,,0.0,yes,250386649,,way,11201,22.9,-1469.48,-8415.18
216 Plymouth Street,,,,49494,,Context,209.8,7,tag,1,40.7035198,block,-73.9850905,,none,,0.0,yes,250386659,,way,11201,20.6,-1440.63,-8456.72
22 Bridge Street,,,,49495,,Context,326.0,4,tag,1,40.7040903,block,-73.9848551,,none,,0.0,yes,250386661,,way,11201,20.6,-1420.79,-8393.64
227 Front Street,,,,49496,,Context,175.0,6,tag,1,40.7025232,block,-73.9842765,,none,,0.0,yes,250386664,,way,11201,13.2,-1372.01,-8566.92
244 Water Street,,,,49497,,Context,504.1,5,tag,1,40.7028155,block,-73.9840209,,none,,0.0,yes,250386684,,way,11201,24.4,-1350.46,-8534.59
247 Water Street,,,,49498,,Context,401.6,4,tag,1,40.7031358,block,-73.9840286,,none,,0.0,yes,250386691,,way,11201,19.5,-1351.12,-8499.19
25 Hudson Avenue,,,,49499,,Context,370.0,4,tag,1,40.7044183,block,-73.9807711,,none,,0.0,yes,250386700,,way,11201,17.0,-1076.53,-8357.37
260 Water Street,,,,49500,,Context,481.6,12,tag,1,40.7028548,block,-73.9834872,,none,,0.0,yes,250386706,,way,,15.9,-1305.48,-8530.25
255 Water Street,,,,49501,,Context,588.3,7,tag,1,40.7032451,block,-73.9839564,,none,,0.0,yes,250386709,,way,11201,23.2,-1345.03,-8487.09
,,,,49502,,Context,884.5,14,tag,1,40.7039418,block,-73.9807612,,none,,0.0,yes,250386727,,way,,12.1,-1075.7,-8410.06
288 Water Street,,,,49503,,Context,482.0,6,tag,1,40.7027999,block,-73.9822366,,none,,0.0,apartments,250386733,,way,11201,18.3,-1200.06,-8536.32
,,,,49504,,Context,2143.6,5,tag,1,40.703963,district,-73.9802475,,none,,0.0,yes,250386736,,way,,48.8,-1032.39,-8407.72
37 Bridge Street,,,,49505,,Context,686.3,4,tag,1,40.7035221,block,-73.9843418,,none,,0.0,yes,250386793,,way,11201,24.1,-1377.52,-8456.47
42 Jay Street,,,,49506,,Context,458.4,5,tag,1,40.7036446,block,-73.9869145,,none,,0.0,yes,250386800,,way,11201,28.6,-1594.38,-8442.92
43 Bridge Street,,,,49507,,Context,454.1,5,tag,1,40.7033503,block,-73.9843524,,none,,0.0,yes,250386803,,way,11201,13.0,-1378.41,-8475.46
50 Jay Street,,,,49508,,Context,555.1,12,tag,1,40.7034678,block,-73.9868832,,none,,0.0,yes,250386814,,way,11201,20.9,-1591.74,-8462.47
53 Pearl Street,,,,49509,,Context,390.2,4,tag,1,40.7033826,block,-73.9873196,,none,,0.0,yes,250386830,,way,11201,17.9,-1628.53,-8471.9
61 Little Street,,,,49510,Quarters A,Context,331.0,16,tag,1,40.702394,block,-73.9803594,,none,,0.0,house,250386859,,way,11251,14.1,-1041.83,-8581.2
65 Jay Street,,,,49511,,Context,492.8,5,tag,1,40.70283,block,-73.9863624,,none,,0.0,yes,250386865,,way,11201,20.1,-1547.84,-8533.0
85 Hudson Avenue,,,,49512,,Context,212.2,13,tag,1,40.7023046,block,-73.9809933,,none,,0.0,yes,250386934,,way,11201,16.3,-1095.26,-8591.09
,,,,49513,,Context,220.4,5,tag,1,40.7041587,block,-73.9850466,,none,,0.0,yes,250386938,,way,,15.6,-1436.93,-8386.08
87 Hudson Avenue,,,,49514,,Context,136.7,7,tag,1,40.7022036,block,-73.9809845,,none,,0.0,yes,250386941,,way,11201,13.1,-1094.52,-8602.26
,,,,49515,,Context,336.2,4,tag,1,40.7042113,block,-73.9848476,,none,,0.0,yes,250386949,,way,,15.8,-1420.16,-8380.27
,,,,49516,,Context,301.0,5,tag,1,40.7044563,block,-73.9801851,,none,,0.0,bridge,250386965,,way,,42.9,-1027.13,-8353.17
,,,,49517,,Context,293.9,8,tag,1,40.7049478,block,-73.980136,,none,,0.0,yes,250386969,,way,,38.2,-1022.99,-8298.82
,,,,49518,,Context,3037.5,14,tag,1,40.7033757,block,-73.9853212,,none,,0.0,yes,250386987,,way,,30.6,-1460.08,-8472.65
311 Chauncey Street,,,,49519,,Brooklyn,153.8,12,tag,1,40.6814685,block,-73.9218865,,none,,0.0,apartments,250387002,,way,11233,12.0,3887.09,-10895.02
,,,,49520,,Context,932.6,4,tag,1,40.7049924,block,-73.981234,,none,,0.0,yes,250387003,,way,,22.7,-1115.54,-8293.88
,,,,49521,,Context,384.0,4,tag,1,40.7035762,block,-73.984892,,none,,0.0,yes,250387008,,way,,19.9,-1423.9,-8450.49
39 Pearl Street,,,,49522,,Context,576.4,4,tag,1,40.7036327,block,-73.987305,,none,,0.0,yes,250387014,,way,11201,17.2,-1627.29,-8444.24
321 Chauncey Street,,,,49523,,Brooklyn,153.8,12,tag,1,40.6815105,block,-73.9215333,,none,,0.0,apartments,250387019,,way,11233,12.3,3916.87,-10890.37
323 Chauncey Street,,,,49524,,Brooklyn,155.8,12,tag,1,40.6815209,block,-73.9214435,,none,,0.0,apartments,250387024,,way,11233,12.3,3924.43,-10889.23
325 Chauncey Street,,,,49525,,Brooklyn,156.2,17,tag,1,40.6815312,block,-73.9213529,,none,,0.0,yes,250387027,,way,11233,12.0,3932.08,-10888.08
,,,,49526,,Context,142.9,4,tag,1,40.7044456,block,-73.9803278,,none,,0.0,yes,250387031,,way,,24.7,-1039.16,-8354.36
,,,,49527,,Context,228.1,4,tag,1,40.7044374,block,-73.9799768,,none,,0.0,yes,250387051,,way,,23.9,-1009.57,-8355.26
345 Chauncey Street,,,,49528,,Brooklyn,154.7,4,tag,1,40.6816003,block,-73.9206391,,none,,0.0,apartments,250387058,,way,11233,12.1,3992.24,-10880.44
,,,,49529,,Context,503.4,4,tag,1,40.7029671,block,-73.986354,,none,,0.0,apartments,250387063,,way,,26.3,-1547.13,-8517.83
,,,,49530,,Context,3838.4,4,tag,1,40.7041427,block,-73.9879992,,none,,0.0,commercial,250387069,6,way,,28.0,-1685.81,-8387.84
353 Chauncey Street,,,,49531,,Brooklyn,154.6,4,tag,1,40.6816324,block,-73.9203679,,none,,0.0,apartments,250387071,,way,11233,12.1,4015.1,-10876.9
