address,bbl,bbl_source,bin,building_id,building_name,district,footprint_area,footprint_verts,height_source,is_context,lat,lod_tier,lon,match_area_ratio,match_confidence,match_distance_m,min_height,osm_building_type,osm_id,osm_levels,osm_type,postcode,roof_height,x_m,y_m
,,,,48299,,Brooklyn,346.2,15,tag,1,40.6937735,block,-73.9486278,,none,,0.0,yes,250318722,,way,,14.9,1632.96,-9534.41
,,,,48300,,Brooklyn,222.3,8,tag,1,40.6930988,block,-73.9476033,,none,,0.0,apartments,250319192,,way,,17.1,1719.32,-9609.01
100 Pulaski Street,,,,48301,,Brooklyn,312.6,14,tag,1,40.6923618,block,-73.947384,,none,,0.0,apartments,250319193,,way,11206,14.7,1737.8,-9690.51
12 Pulaski Street,,,,48302,,Brooklyn,429.5,13,tag,1,40.6919199,block,-73.9512652,,none,,0.0,yes,250319211,,way,11206,14.7,1410.64,-9739.37
126 Pulaski Street,,,,48303,,Brooklyn,181.6,18,tag,1,40.6924825,block,-73.9464574,,none,,0.0,yes,250319217,,way,11206,14.9,1815.91,-9677.16
627 DeKalb Avenue,,,,48304,,Brooklyn,420.7,8,tag,1,40.6916043,block,-73.9509157,,none,,0.0,apartments,250319344,7,way,11206,21.3,1440.11,-9774.27
,,,,48305,,Brooklyn,745.4,7,tag,1,40.6929894,block,-73.9484491,,none,,0.0,apartments,250319350,,way,,25.9,1648.02,-9621.11
637 Marcy Avenue,,,,48306,,Brooklyn,207.1,12,tag,1,40.6928062,block,-73.9483799,,none,,0.0,yes,250319353,,way,11206,14.4,1653.86,-9641.37
709 DeKalb Avenue,,,,48307,,Brooklyn,313.5,13,tag,1,40.6920247,block,-73.9475942,,none,,0.0,yes,250319403,,way,11206,17.2,1720.08,-9727.78
717 DeKalb Avenue,,,,48308,,Brooklyn,135.5,7,tag,1,40.6920144,block,-73.9473604,,none,,0.0,yes,250319405,,way,11206,14.2,1739.79,-9728.92
,,,,48309,,Brooklyn,320.9,13,tag,1,40.6920657,block,-73.9472347,,none,,0.0,yes,250319407,,way,,16.7,1750.39,-9723.25
733 DeKalb Avenue,,,,48310,,Brooklyn,154.2,4,tag,1,40.6920633,block,-73.9470085,,none,,0.0,yes,250319409,,way,11206,12.1,1769.45,-9723.51
735 DeKalb Avenue,,,,48311,,Brooklyn,157.7,5,tag,1,40.6920736,block,-73.9469186,,none,,0.0,yes,250319410,,way,11206,12.4,1777.03,-9722.37
737 DeKalb Avenue,,,,48312,,Brooklyn,133.7,5,tag,1,40.6920735,block,-73.9468277,,none,,0.0,yes,250319411,,way,11206,15.7,1784.7,-9722.39
739 DeKalb Avenue,,,,48313,,Brooklyn,161.4,8,tag,1,40.6920991,block,-73.9467417,,none,,0.0,yes,250319412,,way,11206,16.4,1791.95,-9719.55
741 DeKalb Avenue,,,,48314,,Brooklyn,159.3,4,tag,1,40.692109,block,-73.946654,,none,,0.0,yes,250319413,,way,11206,19.0,1799.34,-9718.46
743 DeKalb Avenue,,,,48315,,Brooklyn,166.4,5,tag,1,40.6921191,block,-73.9465651,,none,,0.0,yes,250319414,,way,11206,16.1,1806.83,-9717.34
,,,,48316,,Brooklyn,301.1,5,tag,1,40.6921262,block,-73.9464282,,none,,0.0,apartments,250319415,,way,,15.1,1818.37,-9716.55
751 DeKalb Avenue,,,,48317,,Brooklyn,135.9,5,tag,1,40.6921466,block,-73.9463015,,none,,0.0,yes,250319416,,way,11206,14.5,1829.05,-9714.3
,,,,48318,,Brooklyn,220.6,8,tag,1,40.6930841,block,-73.9477371,,none,,0.0,apartments,250319443,,way,,17.4,1708.04,-9610.64
98 Pulaski Street,,,,48319,,Brooklyn,135.8,8,tag,1,40.6923632,block,-73.9475233,,none,,0.0,apartments,250319447,,way,11206,12.5,1726.06,-9690.35
,,,,48320,,Brooklyn,385.2,12,tag,1,40.6926228,block,-73.9483706,,none,,0.0,apartments,250319451,,way,,17.9,1654.64,-9661.65
2 Pulaski Street,,,,48321,,Brooklyn,235.2,4,tag,1,40.6919356,block,-73.9516423,,none,,0.0,yes,250319459,,way,11206,15.3,1378.86,-9737.63
104 Pulaski Street,,,,48322,,Brooklyn,264.2,7,tag,1,40.6924092,block,-73.9472118,,none,,0.0,apartments,250319467,,way,11206,16.8,1752.32,-9685.26
88 Hart Street,,,,48323,,Brooklyn,194.9,4,tag,1,40.6930676,block,-73.9481031,,none,,0.0,apartments,250319468,,way,11206,15.2,1677.19,-9612.47
12 Vernon Avenue,,,,48324,,Brooklyn,312.7,14,tag,1,40.6941144,block,-73.9517124,,none,,0.0,yes,250319715,,way,11206,13.4,1372.95,-9496.71
130 Vernon Avenue,,,,48325,,Brooklyn,196.5,4,tag,1,40.6947089,block,-73.9467339,,none,,0.0,yes,250319718,,way,11206,12.1,1792.61,-9430.98
134 Vernon Avenue,,,,48326,,Brooklyn,228.2,10,tag,1,40.6947264,block,-73.9464915,,none,,0.0,yes,250319720,,way,11206,12.1,1813.04,-9429.04
15 Vernon Avenue,,,,48327,,Brooklyn,187.6,6,tag,1,40.6945841,block,-73.9516457,,none,,0.0,yes,250319723,,way,11206,14.2,1378.57,-9444.78
1 Vernon Avenue,,,,48328,,Brooklyn,800.9,10,tag,1,40.6945024,block,-73.9520619,,none,,0.0,yes,250319724,,way,11206,18.1,1343.49,-9453.81
16 Vernon Avenue,,,,48329,,Brooklyn,304.1,15,tag,1,40.6941352,block,-73.9515373,,none,,0.0,yes,250319725,,way,11206,13.4,1387.71,-9494.42
578 Marcy Avenue,,,,48330,,Brooklyn,168.5,11,tag,1,40.6949378,block,-73.9493878,,none,,0.0,yes,250319872,,way,11206,15.8,1568.9,-9405.67
580 Marcy Avenue,,,,48331,,Brooklyn,174.0,9,tag,1,40.6948729,block,-73.9493754,,none,,0.0,yes,250319876,,way,11206,15.1,1569.94,-9412.84
582 Marcy Avenue,,,,48332,,Brooklyn,139.9,5,tag,1,40.6947964,block,-73.9493266,,none,,0.0,apartments,250319877,,way,11206,15.8,1574.06,-9421.3
598 Marcy Avenue,,,,48333,,Brooklyn,187.1,5,tag,1,40.6941443,block,-73.9492217,,none,,0.0,yes,250319882,,way,11206,16.2,1582.9,-9493.4
601 Marcy Avenue,,,,48334,,Brooklyn,312.3,12,tag,1,40.6943677,block,-73.9487229,,none,,0.0,apartments,250319885,,way,11206,19.7,1624.95,-9468.71
614 Marcy Avenue,,,,48335,,Brooklyn,185.0,4,tag,1,40.6935213,block,-73.9490639,,none,,0.0,yes,250319889,,way,11206,12.5,1596.2,-9562.3
,,,,48336,,Brooklyn,376.8,4,tag,1,40.6932885,block,-73.9491093,,none,,0.0,yes,250319890,,way,,13.8,1592.38,-9588.04
756 Myrtle Avenue,,,,48337,,Brooklyn,1830.9,6,tag,1,40.6948154,block,-73.9519587,,none,,0.0,yes,250319905,,way,11206,26.1,1352.19,-9419.2
8 Vernon Avenue,,,,48338,,Brooklyn,300.4,13,tag,1,40.694094,block,-73.9518949,,none,,0.0,yes,250319906,,way,11206,13.4,1357.56,-9498.97
808 Myrtle Avenue,,,,48339,,Brooklyn,149.5,4,tag,1,40.6950941,block,-73.9499663,,none,,0.0,yes,250319908,,way,11206,25.1,1520.13,-9388.39
810 Myrtle Avenue,,,,48340,,Brooklyn,149.6,4,tag,1,40.6951043,block,-73.9498768,,none,,0.0,yes,250319909,,way,11206,22.3,1527.68,-9387.25
4 Vernon Avenue,,,,48341,,Brooklyn,387.5,10,tag,1,40.694068,block,-73.9520884,,none,,0.0,yes,250319917,,way,11206,13.4,1341.26,-9501.85
,,,,48342,,Brooklyn,296.6,9,tag,1,40.6940073,block,-73.9492651,,none,,0.0,apartments,250319918,,way,,16.2,1579.24,-9508.56
588 Marcy Avenue,,,,48343,,Brooklyn,150.7,6,tag,1,40.6944787,block,-73.9492893,,none,,0.0,apartments,250319921,,way,11206,15.5,1577.2,-9456.43
774 Myrtle Avenue,,,,48344,,Brooklyn,142.2,4,tag,1,40.6949116,block,-73.9514778,,none,,0.0,yes,250319922,,way,11206,15.2,1392.72,-9408.57
,,,,48345,,Brooklyn,167.4,9,tag,1,40.6940593,block,-73.9486651,,none,,0.0,apartments,250319933,,way,,14.2,1629.82,-9502.8
,,,,48346,,Brooklyn,465.1,5,tag,1,40.6945074,block,-73.9487269,,none,,0.0,apartments,250319934,,way,,18.0,1624.61,-9453.26
,,,,48347,,Brooklyn,196.1,8,tag,1,40.6934027,block,-73.9490579,,none,,0.0,yes,250319935,,way,,12.5,1596.71,-9575.41
116 Tompkins Avenue,,,,48348,,Brooklyn,218.0,5,tag,1,40.6952626,block,-73.9465876,,none,,0.0,yes,250320074,,way,11206,13.5,1804.94,-9369.76
118 Tompkins Avenue,,,,48349,,Brooklyn,135.3,4,tag,1,40.6952008,block,-73.9465121,,none,,0.0,yes,250320076,,way,11206,12.9,1811.3,-9376.58
123 Tompkins Avenue,,,,48350,,Brooklyn,213.9,4,tag,1,40.695304,block,-73.946062,,none,,0.0,yes,250320077,,way,11206,15.5,1849.24,-9365.17
127 Tompkins Avenue,,,,48351,,Brooklyn,264.4,7,tag,1,40.6952005,block,-73.9460184,,none,,0.0,yes,250320078,,way,11206,15.2,1852.92,-9376.62
135 Vernon Avenue,,,,48352,,Brooklyn,243.0,5,tag,1,40.6950884,block,-73.9468172,,none,,0.0,yes,250320082,,way,11206,12.5,1785.58,-9389.02
156 Vernon Avenue,,,,48353,,Brooklyn,250.8,16,tag,1,40.6948299,block,-73.9456406,,none,,0.0,yes,250320090,,way,11206,17.2,1884.76,-9417.59
157 Vernon Avenue,,,,48354,,Brooklyn,287.3,12,tag,1,40.6952379,block,-73.9456954,,none,,0.0,yes,250320092,,way,11206,19.9,1880.15,-9372.48
160 Vernon Avenue,,,,48355,,Brooklyn,242.9,11,tag,1,40.6948459,block,-73.9455088,,none,,0.0,yes,250320094,,way,11206,16.5,1895.87,-9415.82
161 Vernon Avenue,,,,48356,,Brooklyn,296.2,13,tag,1,40.695258,block,-73.9455197,,none,,0.0,yes,250320096,,way,11206,19.8,1894.96,-9370.26
194 Vernon Avenue,,,,48357,,Brooklyn,197.7,10,tag,1,40.695,block,-73.9441319,,none,,0.0,yes,250320149,,way,11206,15.4,2011.94,-9398.79
607 Willoughby Avenue,,,,48358,,Brooklyn,181.6,16,tag,1,40.6945545,block,-73.9451509,,none,,0.0,yes,250320163,,way,11206,16.7,1926.04,-9448.05
609 Willoughby Avenue,,,,48359,,Brooklyn,181.3,16,tag,1,40.6945656,block,-73.9450555,,none,,0.0,yes,250320164,,way,11206,17.0,1934.08,-9446.82
611 Willoughby Avenue,,,,48360,,Brooklyn,185.6,17,tag,1,40.6945754,block,-73.9449586,,none,,0.0,yes,250320165,,way,11206,16.7,1942.25,-9445.74
645 Willoughby Avenue,,,,48361,,Brooklyn,189.4,18,tag,1,40.6947349,block,-73.9436533,,none,,0.0,yes,250320182,,way,11206,16.6,2052.28,-9428.1
647 Willoughby Avenue,,,,48362,,Brooklyn,189.8,20,tag,1,40.6947439,block,-73.9435574,,none,,0.0,yes,250320183,,way,11206,16.8,2060.37,-9427.11
892 Myrtle Avenue,,,,48363,,Brooklyn,153.1,4,tag,1,40.6954833,block,-73.9465964,,none,,0.0,yes,250320202,,way,11206,15.3,1804.19,-9345.35
924 Myrtle Avenue,,,,48364,,Brooklyn,241.0,5,tag,1,40.6956619,block,-73.9450191,,none,,0.0,yes,250320205,,way,11206,22.9,1937.15,-9325.6
934 Myrtle Avenue,,,,48365,,Brooklyn,252.6,8,tag,1,40.6957145,block,-73.944413,,none,,0.0,yes,250320207,,way,11206,19.0,1988.25,-9319.78
,,,,48366,,Brooklyn,422.3,14,tag,1,40.6948013,block,-73.9459134,,none,,0.0,yes,250320214,,way,,14.6,1861.77,-9420.76
,,,,48367,,Brooklyn,243.4,11,tag,1,40.6947571,block,-73.9434538,,none,,0.0,yes,250320215,,way,,17.0,2069.1,-9425.65
,,,,48368,,Brooklyn,1245.8,7,tag,1,40.6950975,block,-73.9488567,,none,,0.0,apartments,250320225,,way,,24.5,1613.67,-9388.01
932 Myrtle Avenue,,,,48369,,Brooklyn,249.9,8,tag,1,40.6956973,block,-73.9445638,,none,,0.0,yes,250320229,,way,11206,19.0,1975.53,-9321.68
,,,,48370,,Brooklyn,503.7,7,tag,1,40.6945576,block,-73.9453163,,none,,0.0,yes,250320230,,way,,13.0,1912.1,-9447.71
930 Myrtle Avenue,,,,48371,,Brooklyn,252.9,8,tag,1,40.6956796,block,-73.9447154,,none,,0.0,yes,250320231,,way,11206,18.9,1962.75,-9323.65
,,,,48372,,Brooklyn,258.0,8,tag,1,40.6956615,block,-73.9448693,,none,,0.0,yes,250320233,,way,,19.2,1949.78,-9325.65
131 Tompkins Avenue,,,,48373,,Brooklyn,146.9,8,tag,1,40.6951127,block,-73.9460243,,none,,0.0,yes,250320234,,way,11206,14.1,1852.42,-9386.33
602 Park Avenue,,,,48374,,Brooklyn,644.5,20,tag,1,40.6964253,block,-73.9510958,,none,,0.0,yes,250320993,,way,11206,20.4,1424.93,-9241.19
,,,,48375,,Brooklyn,637.9,20,tag,1,40.695988,block,-73.9523515,,none,,0.0,yes,250320996,,way,,17.1,1319.08,-9289.55
,,,,48376,,Brooklyn,876.2,28,tag,1,40.6969204,block,-73.9524506,,none,,0.0,yes,250321000,,way,,17.6,1310.72,-9186.44
,,,,48377,,Brooklyn,919.4,28,tag,1,40.6958592,block,-73.951582,,none,,0.0,yes,250321006,,way,,20.0,1383.94,-9303.78
,,,,48378,,Brooklyn,844.4,28,tag,1,40.6964415,block,-73.9519572,,none,,0.0,yes,250321008,,way,,21.0,1352.32,-9239.39
,,,,48379,,Brooklyn,841.5,29,tag,1,40.6969249,block,-73.9515919,,none,,0.0,yes,250321010,,way,,20.5,1383.1,-9185.95
519 Marcy Avenue,,,,48380,,Brooklyn,486.6,5,tag,1,40.6974118,block,-73.9493048,,none,,0.0,yes,250321235,,way,11206,35.0,1575.89,-9132.11
533 Marcy Avenue,,,,48381,,Brooklyn,142.6,4,tag,1,40.6970682,block,-73.949318,,none,,0.0,yes,250321241,,way,11206,12.1,1574.78,-9170.1
552 Rev Dr G C Taylor Boulevard,,,,48382,,Brooklyn,931.1,28,tag,1,40.6959945,block,-73.9504101,,none,,0.0,yes,250321242,,way,11206,20.0,1482.72,-9288.82
62 Tompkins Avenue,,,,48383,,Brooklyn,209.1,7,tag,1,40.6974728,block,-73.9470357,,none,,0.0,yes,250321243,,way,11206,15.2,1767.17,-9125.36
,,,,48384,,Brooklyn,737.4,21,tag,1,40.6962933,block,-73.9497304,,none,,0.0,yes,250321248,,way,,20.6,1540.01,-9255.78
,,,,48385,,Brooklyn,983.3,27,tag,1,40.6972218,block,-73.9500031,,none,,0.0,yes,250321249,,way,,21.3,1517.03,-9153.11
,,,,48386,,Brooklyn,849.1,29,tag,1,40.6970148,block,-73.9508202,,none,,0.0,yes,250321250,,way,,19.9,1448.15,-9176.01
,,,,48387,,Brooklyn,841.0,29,tag,1,40.696635,block,-73.9502785,,none,,0.0,yes,250321251,,way,,20.3,1493.82,-9218.0
110 Martin L King Place,,,,48388,,Brooklyn,133.1,7,tag,1,40.6967807,block,-73.9484952,,none,,0.0,yes,250324375,,way,11206,15.1,1644.14,-9201.89
146 Stockton Street,,,,48389,The Cathedral of Greater Free Gift Baptist Church,Brooklyn,266.1,5,tag,1,40.6961601,block,-73.9469818,,none,,0.0,church,250324376,,way,11206,12.0,1771.71,-9270.51
,,,,48390,,Brooklyn,1139.5,17,tag,1,40.6968858,block,-73.9460359,,none,,0.0,yes,250324380,,way,,43.8,1851.44,-9190.27
903 Myrtle Avenue,,,,48391,,Brooklyn,131.4,5,tag,1,40.6958698,block,-73.9466569,,none,,0.0,yes,250324400,,way,11206,12.2,1799.1,-9302.61
96 Tompkins Avenue,,,,48392,,Brooklyn,156.0,5,tag,1,40.6960712,block,-73.9467256,,none,,0.0,yes,250324406,,way,11206,12.1,1793.3,-9280.35
70 Tompkins Avenue,,,,48393,Intermediate School 33,Brooklyn,4070.5,14,tag,1,40.6967052,block,-73.9472632,,none,,0.0,school,250324410,,way,11206,15.6,1747.99,-9210.24
,,,,48394,,Brooklyn,682.1,13,tag,1,40.6961732,block,-73.946113,,none,,0.0,yes,250324411,,way,,23.3,1844.94,-9269.07
859 Myrtle Avenue,,,,48395,,Brooklyn,1107.1,4,levels,1,40.6956653,block,-73.9484479,,none,,0.0,apartments,250324414,10,way,11206,33.2,1648.13,-9325.23
,,,,48396,,Brooklyn,141.4,4,tag,1,40.695865,block,-73.9465741,,none,,0.0,yes,250324419,,way,,12.5,1806.08,-9303.14
537 Marcy Avenue,,,,48397,,Brooklyn,162.2,5,tag,1,40.6967485,block,-73.9492189,,none,,0.0,yes,250324420,,way,11206,12.5,1583.14,-9205.45
901 Myrtle Avenue,,,,48398,,Brooklyn,509.9,9,tag,1,40.6959,block,-73.9467575,,none,,0.0,yes,250324423,7,way,11206,12.5,1790.62,-9299.27
108 Martin Luther King Place,,,,48399,,Brooklyn,135.9,4,tag,1,40.6967609,block,-73.9485801,,none,,0.0,yes,250324425,,way,11206,14.9,1636.98,-9204.08
220 Throop Avenue,,,,48400,,Brooklyn,695.0,13,tag,1,40.6964221,block,-73.9439359,,none,,0.0,yes,250324686,,way,11206,28.3,2028.46,-9241.54
,,,,48401,,Brooklyn,1307.8,20,tag,1,40.6963304,district,-73.9450321,,none,,0.0,yes,250324687,,way,,49.0,1936.05,-9251.68
196 Throop Avenue,,,,48402,,Brooklyn,702.1,12,tag,1,40.6977987,block,-73.9442099,,none,,0.0,yes,250324789,,way,11206,28.3,2005.36,-9089.33
,,,,48403,,Brooklyn,1123.0,16,tag,1,40.6976954,block,-73.9453006,,none,,0.0,yes,250324791,,way,,44.1,1913.42,-9100.75
,,,,48404,,Brooklyn,1134.9,16,tag,1,40.6970858,block,-73.9442886,,none,,0.0,yes,250324792,,way,,43.7,1998.73,-9168.16
,,,,48405,,Brooklyn,1676.8,24,tag,1,40.6975717,block,-73.9461605,,none,,0.0,yes,250324793,,way,,21.3,1840.94,-9114.43
56 Marcus Garvey Boulevard,,,,48406,,Brooklyn,537.7,12,tag,1,40.697353,block,-73.9418405,,none,,0.0,yes,250324848,,way,11206,33.1,2205.09,-9138.61
211 Throop Avenue,,,,48407,Public School 59,Brooklyn,3831.8,16,tag,1,40.6977031,block,-73.9434006,,none,,0.0,school,250324849,,way,11206,12.4,2073.59,-9099.9
,,,,48408,,Brooklyn,952.8,16,tag,1,40.6964957,block,-73.9431658,,none,,0.0,yes,250324850,,way,,18.5,2093.37,-9233.4
,,,,48409,,Brooklyn,936.5,17,tag,1,40.697969,block,-73.942541,,none,,0.0,apartments,250324851,,way,,19.2,2146.04,-9070.5
,,,,48410,,Brooklyn,940.3,17,tag,1,40.6965978,block,-73.9422696,,none,,0.0,yes,250324852,,way,,19.8,2168.92,-9222.11
,,,,48411,,Brooklyn,941.2,17,tag,1,40.6980867,block,-73.9415555,,none,,0.0,apartments,250324853,,way,,18.5,2229.12,-9057.48
,,,,48412,,Brooklyn,908.2,17,tag,1,40.6967013,block,-73.9412863,,none,,0.0,apartments,250324854,,way,,20.0,2251.8,-9210.67
10 Lewis Avenue,,,,48413,,Brooklyn,714.1,13,tag,1,40.6976113,block,-73.9390559,,none,,0.0,yes,250325019,,way,11206,33.2,2439.82,-9110.05
,,,,48414,,Brooklyn,937.8,16,tag,1,40.6970407,block,-73.9384088,,none,,0.0,yes,250325022,,way,,20.3,2494.36,-9173.14
,,,,48415,,Brooklyn,927.3,16,tag,1,40.6969277,block,-73.9393967,,none,,0.0,apartments,250325024,,way,,21.5,2411.09,-9185.64
,,,,48416,,Brooklyn,936.0,16,tag,1,40.6984156,block,-73.9386836,,none,,0.0,yes,250325027,,way,,18.5,2471.2,-9021.11
,,,,48417,,Brooklyn,916.1,16,tag,1,40.6983142,block,-73.9396663,,none,,0.0,apartments,250325029,,way,,19.5,2388.36,-9032.33
,,,,48418,,Brooklyn,949.4,16,tag,1,40.6968241,block,-73.940296,,none,,0.0,apartments,250325032,,way,,18.8,2335.28,-9197.09
862 Park Avenue,,,,48419,,Brooklyn,1147.4,17,tag,1,40.6981882,block,-73.9405472,,none,,0.0,apartments,250325034,,way,11206,20.3,2314.11,-9046.25
3 Lewis Avenue,,,,48420,Brooklyn Temple School,Brooklyn,419.8,11,tag,1,40.6978486,block,-73.9377682,,none,,0.0,school,250325817,,way,11206,13.6,2548.36,-9083.81
1125 Myrtle Avenue,,,,48421,,Brooklyn,438.0,5,tag,1,40.6970673,block,-73.9365429,,none,,0.0,warehouse,250325826,,way,11206,14.3,2651.65,-9170.2
355 Stockton Street,,,,48422,,Brooklyn,186.0,6,tag,1,40.6975833,block,-73.9376773,,none,,0.0,yes,250325833,,way,11206,15.1,2556.02,-9113.15
362 Stockton Street,,,,48423,,Brooklyn,228.5,8,tag,1,40.697291,block,-73.9373438,,none,,0.0,yes,250325836,,way,11206,18.8,2584.14,-9145.46
884 Broadway,,,,48424,,Brooklyn,177.2,5,tag,1,40.697983,block,-73.9375216,,none,,0.0,yes,250325846,,way,11206,16.0,2569.15,-9068.95
,,,,48425,,Brooklyn,871.7,10,tag,1,40.6978158,block,-73.9374106,,none,,0.0,yes,250325848,,way,,32.0,2578.5,-9087.43
914 Broadway,,,,48426,,Brooklyn,199.9,4,tag,1,40.6973061,block,-73.936344,,none,,0.0,apartments,250325862,,way,11206,12.5,2668.41,-9143.8
,,,,48427,,Brooklyn,334.5,5,tag,1,40.6976642,block,-73.9370404,,none,,0.0,yes,250325871,,way,,13.5,2609.71,-9104.2
932 Broadway,,,,48428,,Brooklyn,333.6,6,tag,1,40.6970708,block,-73.9358278,,none,,0.0,yes,250325879,,way,11206,15.7,2711.92,-9169.81
12 Locust Street,,,,48429,,Brooklyn,134.9,6,tag,1,40.6988429,block,-73.93766,,none,,0.0,yes,250326026,,way,11206,12.2,2557.48,-8973.86
15 Locust Street,,,,48430,,Brooklyn,131.5,4,tag,1,40.6991447,block,-73.9378908,,none,,0.0,yes,250326033,,way,11206,12.2,2538.02,-8940.5
16 Sumner Place,,,,48431,,Context,411.5,6,tag,1,40.7006509,block,-73.9405023,,none,,0.0,yes,250326037,,way,11206,19.8,2317.9,-8773.95
17 Garden Street,,,,48432,,Context,132.6,5,tag,1,40.7013385,block,-73.9376858,,none,,0.0,yes,250326039,,way,11206,12.0,2555.31,-8697.91
17 Locust Street,,,,48433,,Brooklyn,131.0,5,tag,1,40.6992023,block,-73.937838,,none,,0.0,yes,250326040,,way,11206,12.1,2542.48,-8934.13
,,,,48434,,Context,284.3,4,tag,1,40.7007758,block,-73.9403819,,none,,0.0,yes,250326051,,way,,28.6,2328.04,-8760.14
21 Belvidere Street,,,,48435,,Brooklyn,399.6,4,tag,1,40.6989856,block,-73.9369535,,none,,0.0,yes,250326055,,way,11206,14.9,2617.03,-8958.09
21 Fayette Street,,,,48436,,Context,135.5,5,tag,1,40.7005618,block,-73.940007,,none,,0.0,apartments,250326056,,way,11206,12.2,2359.64,-8783.79
22 Locust Street,,,,48437,,Brooklyn,130.3,5,tag,1,40.699122,block,-73.9373931,,none,,0.0,yes,250326061,,way,11206,12.2,2579.98,-8943.0
23 Marcus Garvey Boulevard,,,,48438,,Brooklyn,190.6,5,tag,1,40.6989935,block,-73.9409192,,none,,0.0,yes,250326064,,way,11206,12.7,2282.75,-8957.22
28 Locust Street,,,,48439,,Brooklyn,604.5,9,tag,1,40.6991919,block,-73.9372372,,none,,0.0,yes,250326070,,way,11206,16.8,2593.12,-8935.27
27 Beaver Street,,,,48440,,Context,131.4,4,tag,1,40.7004278,block,-73.9384206,,none,,0.0,yes,250326072,,way,11206,12.7,2493.37,-8798.62
29 Beaver Street,,,,48441,,Context,133.8,5,tag,1,40.7003868,block,-73.9383468,,none,,0.0,yes,250326079,,way,11206,12.4,2499.59,-8803.15
308 Ellery Street,,,,48442,,Brooklyn,214.2,5,tag,1,40.6992219,block,-73.9399162,,none,,0.0,yes,250326093,,way,11206,15.4,2367.3,-8931.96
330 Ellery Street,,,,48443,,Brooklyn,1057.6,7,tag,1,40.6997619,block,-73.9390124,,none,,0.0,yes,250326108,,way,11206,15.0,2443.48,-8872.25
339 Ellery Street,,,,48444,,Context,1139.7,5,tag,1,40.7004548,block,-73.9389694,,none,,0.0,yes,250326110,,way,11206,15.4,2447.11,-8795.63
464 Bushwick Avenue,,,,48445,,Context,388.3,15,tag,1,40.7014352,block,-73.9370955,,none,,0.0,yes,250326122,,way,11206,19.9,2605.07,-8687.22
468 Bushwick Avenue,,,,48446,,Context,188.9,10,tag,1,40.7013153,block,-73.9369976,,none,,0.0,yes,250326123,,way,11206,14.3,2613.32,-8700.48
781 Broadway,,,,48447,,Context,232.7,5,tag,1,40.7003003,block,-73.9406498,,none,,0.0,yes,250326149,,way,11206,13.4,2305.46,-8812.72
783 Broadway,,,,48448,,Context,235.9,4,tag,1,40.700264,block,-73.9405694,,none,,0.0,yes,250326150,,way,11206,12.3,2312.24,-8816.73
794 Broadway,,,,48449,,Brooklyn,166.9,4,tag,1,40.6997018,block,-73.9405807,,none,,0.0,yes,250326152,,way,11206,13.3,2311.29,-8878.89
796 Broadway,,,,48450,,Brooklyn,172.1,5,tag,1,40.6996604,block,-73.9405063,,none,,0.0,yes,250326153,,way,11206,12.9,2317.56,-8883.48
805 Broadway,,,,48451,,Brooklyn,153.2,5,tag,1,40.6998359,block,-73.9399339,,none,,0.0,yes,250326157,,way,11206,15.3,2365.8,-8864.07
820 Broadway,,,,48452,,Brooklyn,202.0,6,tag,1,40.6992106,block,-73.9397528,,none,,0.0,yes,250326161,,way,11206,12.3,2381.07,-8933.21
822 Broadway,,,,48453,,Brooklyn,135.6,5,tag,1,40.6992096,block,-73.939644,,none,,0.0,yes,250326162,,way,11206,12.2,2390.25,-8933.32
851 Broadway,,,,48454,,Brooklyn,156.3,8,tag,1,40.6989248,block,-73.9382687,,none,,0.0,yes,250326181,,way,11206,12.1,2506.18,-8964.81
863 Broadway,,,,48455,,Brooklyn,142.1,4,tag,1,40.6986481,block,-73.9378121,,none,,0.0,yes,250326187,,way,11206,15.3,2544.66,-8995.41
885 Park Avenue,,,,48456,,Brooklyn,697.0,11,tag,1,40.6989246,block,-73.9396683,,none,,0.0,yes,250326203,,way,11206,23.9,2388.19,-8964.84
,,,,48457,,Context,242.6,8,tag,1,40.7015349,block,-73.9375974,,none,,0.0,yes,250326208,,way,,12.1,2562.76,-8676.19
,,,,48458,,Brooklyn,1346.4,10,tag,1,40.6998795,block,-73.9410599,,none,,0.0,yes,250326209,,way,,15.3,2270.89,-8859.24
836 Broadway,,,,48459,,Brooklyn,409.6,8,tag,1,40.6989631,block,-73.9392743,,none,,0.0,yes,250326210,,way,11206,14.7,2421.41,-8960.58
90 Beaver Street,,,,48460,,Context,2052.7,13,tag,1,40.700016,block,-73.9365753,,none,,0.0,yes,250326213,,way,11206,22.2,2648.91,-8844.16
,,,,48461,,Brooklyn,142.0,4,tag,1,40.6991906,block,-73.9410436,,none,,0.0,yes,250326219,,way,,12.0,2272.26,-8935.42
771 Broadway,,,,48462,,Context,226.1,4,tag,1,40.70055,block,-73.9410834,,none,,0.0,yes,250326220,,way,11206,14.9,2268.91,-8785.1
815 Broadway,,,,48463,,Brooklyn,720.1,4,tag,1,40.6997917,block,-73.9395927,,none,,0.0,yes,250326226,,way,11206,23.1,2394.57,-8868.95
,,,,48464,,Brooklyn,146.4,5,tag,1,40.6986884,block,-73.9378845,,none,,0.0,yes,250326231,,way,,15.6,2538.56,-8990.94
,,,,48465,,Brooklyn,149.3,5,tag,1,40.6998775,block,-73.9400075,,none,,0.0,yes,250326232,,way,,12.0,2359.61,-8859.46
